Start_push	End_push	Pushes_duration	X	Y	Z	107Ag(Ag107Di)	Cytoker_651((3356))Pr141(Pr141Di)	Laminin_681((851))Sm147(Sm147Di)	YBX1_2987((3532))Eu153(Eu153Di)	H3K27Ac_1977((2242))Yb172(Yb172Di)
1708	2091	384	0	0	0	0.000	0.000	0.000	0.000	1.000
2093	2476	384	1	0	1	0.000	0.000	0.000	0.000	0.000
2479	2862	384	2	0	2	0.000	0.000	0.000	0.000	0.000
2864	3247	384	3	0	3	0.000	0.000	0.000	0.000	0.000
3249	3632	384	4	0	4	0.000	0.000	0.000	0.000	0.000
3635	4018	384	5	0	5	0.000	0.000	0.000	0.000	0.000
4020	4403	384	6	0	6	0.000	0.000	0.000	0.000	0.000
4405	4788	384	7	0	7	0.000	0.000	0.000	0.000	0.000
4791	5174	384	8	0	8	0.000	0.000	0.000	0.000	0.000
5176	5559	384	9	0	9	0.000	0.000	0.000	0.000	0.000
5561	5944	384	10	0	10	0.000	0.000	0.000	0.000	0.000
5947	6330	384	11	0	11	0.000	0.000	0.000	0.000	0.000
6332	6715	384	12	0	12	0.000	0.000	0.000	0.000	0.000
6717	7100	384	13	0	13	0.000	1.000	0.000	0.000	0.000
7103	7486	384	14	0	14	0.000	0.000	0.000	0.000	0.000
7488	7871	384	15	0	15	0.000	0.000	0.000	0.000	0.000
7873	8256	384	16	0	16	2.719	0.000	0.000	0.000	0.000
8258	8641	384	17	0	17	0.000	0.000	0.000	0.000	0.000
8644	9027	384	18	0	18	1.000	0.000	0.000	0.000	0.000
9029	9412	384	19	0	19	0.000	0.000	0.000	0.000	0.000
9414	9797	384	20	0	20	0.000	0.000	0.000	0.000	0.000
9800	10183	384	21	0	21	0.000	0.000	0.000	0.000	0.000
10185	10568	384	22	0	22	0.000	0.000	0.000	0.000	0.000
10570	10953	384	23	0	23	0.000	0.000	0.000	0.000	0.000
10956	11339	384	24	0	24	0.000	0.000	0.000	0.000	0.000
11341	11724	384	25	0	25	0.000	0.000	0.000	0.000	0.000
11726	12109	384	26	0	26	0.000	0.000	0.000	0.000	0.000
12112	12495	384	27	0	27	0.000	0.000	0.000	0.000	0.000
12497	12880	384	28	0	28	0.000	1.000	0.000	0.000	0.000
12882	13265	384	29	0	29	0.000	0.000	0.000	0.000	0.000
13268	13651	384	30	0	30	0.000	0.000	0.000	0.000	0.000
13653	14036	384	31	0	31	0.000	0.000	0.000	0.000	0.000
14038	14421	384	32	0	32	0.000	0.000	0.000	0.000	0.000
14424	14807	384	33	0	33	0.000	0.000	0.000	0.000	0.000
14809	15192	384	34	0	34	0.000	0.000	0.000	0.000	0.000
15194	15577	384	35	0	35	0.000	0.000	0.000	0.000	0.000
15580	15963	384	36	0	36	0.000	0.000	0.000	0.000	0.000
15965	16348	384	37	0	37	0.000	0.000	0.000	0.000	0.000
16350	16733	384	38	0	38	0.000	0.000	0.000	0.000	0.000
16735	17118	384	39	0	39	0.000	0.000	0.000	0.000	0.000
17121	17504	384	40	0	40	1.127	0.000	0.000	0.000	0.000
17506	17889	384	41	0	41	1.000	0.000	0.000	0.000	0.000
17891	18274	384	42	0	42	0.000	0.000	0.000	0.000	0.000
18277	18660	384	43	0	43	0.000	0.000	0.000	1.000	0.000
18662	19045	384	44	0	44	0.000	0.000	0.000	0.000	0.000
19047	19430	384	45	0	45	2.564	2.079	0.000	0.000	0.000
19433	19816	384	46	0	46	17.694	0.000	1.377	1.017	0.000
19818	20201	384	47	0	47	31.641	0.000	1.000	4.575	0.000
20203	20586	384	48	0	48	23.359	0.000	1.377	4.319	0.000
20589	20972	384	49	0	49	38.432	0.000	1.096	9.007	0.000
20974	21357	384	50	0	50	22.877	0.000	2.000	11.467	1.000
21359	21742	384	51	0	51	28.810	0.000	1.000	13.693	1.000
21745	22128	384	52	0	52	21.653	0.000	0.000	6.209	2.000
22130	22513	384	53	0	53	24.079	0.000	0.000	9.594	2.195
22515	22898	384	54	0	54	24.780	0.000	0.000	6.830	1.000
22901	23284	384	55	0	55	30.190	0.000	3.000	6.161	1.430
23286	23669	384	56	0	56	35.714	1.048	0.000	11.622	2.098
23671	24054	384	57	0	57	28.894	7.559	0.000	3.112	0.000
24057	24440	384	58	0	58	21.342	8.396	0.000	6.226	0.000
24442	24825	384	59	0	59	16.158	24.480	0.000	3.415	0.000
24827	25210	384	60	0	60	25.528	40.506	0.000	3.000	2.827
25213	25596	384	61	0	61	26.161	49.761	0.000	3.256	1.000
25598	25981	384	62	0	62	5.353	20.709	0.000	0.000	0.000
25983	26366	384	63	0	63	0.000	4.648	0.000	0.000	0.000
43380	43763	384	0	1	64	0.000	0.000	0.000	0.000	0.000
43765	44148	384	1	1	65	0.000	0.000	0.000	0.000	0.000
44151	44534	384	2	1	66	0.000	0.000	0.000	0.000	0.000
44536	44919	384	3	1	67	0.000	0.000	0.000	0.000	0.000
44921	45304	384	4	1	68	0.000	0.000	0.000	0.000	0.000
45307	45690	384	5	1	69	0.000	0.000	0.000	0.000	0.000
45692	46075	384	6	1	70	0.000	0.000	0.000	0.000	0.000
46077	46460	384	7	1	71	0.000	0.000	0.000	0.000	0.000
46463	46846	384	8	1	72	0.000	0.000	0.000	0.000	0.000
46848	47231	384	9	1	73	0.000	0.000	0.000	0.000	0.000
47233	47616	384	10	1	74	0.000	0.000	0.000	0.000	0.000
47619	48002	384	11	1	75	0.000	0.000	0.000	0.000	0.000
48004	48387	384	12	1	76	2.000	0.000	0.000	0.000	0.000
48389	48772	384	13	1	77	1.000	1.141	0.000	1.239	1.000
48775	49158	384	14	1	78	7.721	2.079	0.000	0.000	0.000
49160	49543	384	15	1	79	10.468	2.000	0.000	3.239	0.000
49545	49928	384	16	1	80	7.115	5.163	0.000	1.000	0.000
49931	50314	384	17	1	81	3.184	6.436	0.000	0.000	0.000
50316	50699	384	18	1	82	4.240	0.000	0.000	1.000	0.000
50701	51084	384	19	1	83	0.000	0.000	0.000	1.000	0.000
51086	51469	384	20	1	84	0.000	1.000	0.000	0.000	0.000
51472	51855	384	21	1	85	0.000	0.000	0.000	0.000	0.000
51857	52240	384	22	1	86	0.000	0.000	0.000	0.000	0.000
52242	52625	384	23	1	87	0.000	0.000	0.000	0.000	0.000
52628	53011	384	24	1	88	0.000	0.000	0.000	0.000	0.000
53013	53396	384	25	1	89	0.000	0.000	0.000	0.000	0.000
53398	53781	384	26	1	90	0.000	0.000	0.000	0.000	0.000
53784	54167	384	27	1	91	0.000	1.000	0.000	0.000	0.000
54169	54552	384	28	1	92	0.000	0.000	0.000	0.000	0.000
54554	54937	384	29	1	93	0.000	1.000	0.000	0.000	0.000
54940	55323	384	30	1	94	0.000	0.000	0.000	0.000	0.000
55325	55708	384	31	1	95	0.000	0.000	0.000	0.000	0.000
55710	56093	384	32	1	96	0.000	0.000	0.000	0.000	0.000
56096	56479	384	33	1	97	0.000	0.000	0.000	0.000	0.000
56481	56864	384	34	1	98	0.000	0.000	0.000	0.000	0.000
56866	57249	384	35	1	99	0.000	0.000	0.000	0.000	0.000
57252	57635	384	36	1	100	0.000	0.000	0.000	0.000	0.000
57637	58020	384	37	1	101	0.000	0.000	0.000	0.000	0.000
58022	58405	384	38	1	102	0.000	0.000	0.000	0.000	0.000
58408	58791	384	39	1	103	0.000	0.000	0.000	0.000	0.000
58793	59176	384	40	1	104	0.000	0.000	0.000	0.000	0.000
59178	59561	384	41	1	105	0.000	0.000	0.000	0.000	0.000
59563	59946	384	42	1	106	0.000	0.000	0.000	0.000	0.000
59949	60332	384	43	1	107	0.000	0.000	0.000	0.000	0.000
60334	60717	384	44	1	108	0.000	0.000	1.000	0.000	0.000
60719	61102	384	45	1	109	6.508	0.000	0.000	0.000	0.000
61105	61488	384	46	1	110	24.032	0.000	0.000	6.097	0.000
61490	61873	384	47	1	111	20.383	0.000	0.000	1.000	0.000
61875	62258	384	48	1	112	22.991	0.000	1.000	1.000	2.530
62261	62644	384	49	1	113	60.291	2.066	0.000	7.101	2.164
62646	63029	384	50	1	114	10.721	0.000	0.000	5.527	0.000
63031	63414	384	51	1	115	16.680	0.000	0.000	1.303	0.000
63417	63800	384	52	1	116	18.188	0.000	0.000	3.875	0.000
63802	64185	384	53	1	117	35.798	0.000	0.000	4.463	0.000
64187	64570	384	54	1	118	25.078	1.000	1.000	8.196	0.000
64573	64956	384	55	1	119	30.291	1.000	0.000	7.321	5.060
64958	65341	384	56	1	120	26.640	17.757	0.000	7.209	0.000
65343	65726	384	57	1	121	28.823	12.696	0.000	5.716	1.000
65729	66112	384	58	1	122	15.861	11.854	1.000	2.000	0.000
66114	66497	384	59	1	123	16.018	29.792	0.000	3.000	0.000
66499	66882	384	60	1	124	16.144	9.656	0.000	3.462	0.000
66885	67268	384	61	1	125	16.920	22.559	0.000	5.796	0.000
67270	67653	384	62	1	126	6.410	12.277	1.064	1.938	3.758
67655	68038	384	63	1	127	1.155	2.000	0.000	0.000	0.000
84642	85025	384	0	2	128	0.000	0.000	0.000	0.000	0.000
85027	85410	384	1	2	129	0.000	0.000	0.000	0.000	0.000
85413	85796	384	2	2	130	0.000	0.000	0.000	0.000	0.000
85798	86181	384	3	2	131	0.000	0.000	0.000	0.000	0.000
86183	86566	384	4	2	132	0.000	0.000	1.000	0.000	0.000
86569	86952	384	5	2	133	0.000	0.000	0.000	0.000	0.000
86954	87337	384	6	2	134	0.000	0.000	0.000	0.000	0.000
87339	87722	384	7	2	135	0.000	2.000	0.000	0.000	0.000
87725	88108	384	8	2	136	0.000	0.000	0.000	0.000	0.000
88110	88493	384	9	2	137	1.973	0.000	0.000	0.000	0.000
88495	88878	384	10	2	138	4.705	0.000	2.000	0.000	0.000
88880	89263	384	11	2	139	1.494	2.048	0.000	0.000	0.000
89266	89649	384	12	2	140	3.015	5.379	1.000	0.000	0.000
89651	90034	384	13	2	141	14.496	4.000	0.000	1.000	0.000
90036	90419	384	14	2	142	12.553	15.718	0.000	5.319	0.000
90422	90805	384	15	2	143	10.566	17.744	0.000	14.562	0.000
90807	91190	384	16	2	144	16.708	19.110	1.283	6.830	2.000
91192	91575	384	17	2	145	21.134	16.995	0.000	7.037	1.000
91578	91961	384	18	2	146	12.524	24.034	0.000	4.876	0.000
91963	92346	384	19	2	147	1.000	3.000	0.000	2.000	0.000
92348	92731	384	20	2	148	2.818	0.000	0.000	0.000	0.000
92734	93117	384	21	2	149	0.000	0.000	0.000	0.000	0.000
93119	93502	384	22	2	150	0.000	0.000	0.000	0.000	0.000
93504	93887	384	23	2	151	0.000	0.000	0.000	0.000	0.000
93890	94273	384	24	2	152	0.000	0.000	0.000	0.000	0.000
94275	94658	384	25	2	153	0.000	0.000	0.000	0.000	0.000
94660	95043	384	26	2	154	0.000	0.000	0.000	1.000	0.000
95046	95429	384	27	2	155	0.000	0.000	0.000	0.000	0.000
95431	95814	384	28	2	156	0.000	0.000	0.000	0.000	0.000
95816	96199	384	29	2	157	0.000	0.000	0.000	0.000	0.000
96202	96585	384	30	2	158	0.000	0.000	0.000	0.000	0.000
96587	96970	384	31	2	159	0.000	0.000	0.000	0.000	0.000
96972	97355	384	32	2	160	0.000	0.000	0.000	0.000	0.000
97357	97740	384	33	2	161	0.000	0.000	0.000	0.000	0.000
97743	98126	384	34	2	162	0.000	0.000	0.000	0.000	0.000
98128	98511	384	35	2	163	0.000	0.000	0.000	0.000	0.000
98513	98896	384	36	2	164	0.000	0.000	0.000	0.000	0.000
98899	99282	384	37	2	165	0.000	0.000	0.000	0.000	0.000
99284	99667	384	38	2	166	0.000	0.000	0.000	0.000	0.000
99669	100052	384	39	2	167	0.000	0.000	0.000	0.000	0.000
100055	100438	384	40	2	168	0.000	0.000	0.000	0.000	0.000
100440	100823	384	41	2	169	0.000	0.000	0.000	0.000	0.000
100825	101208	384	42	2	170	0.000	0.000	0.000	0.000	0.000
101211	101594	384	43	2	171	0.000	0.000	0.000	0.000	0.000
101596	101979	384	44	2	172	0.000	0.000	0.000	0.000	0.000
101981	102364	384	45	2	173	0.000	0.000	0.000	0.000	0.000
102367	102750	384	46	2	174	0.000	1.000	0.000	0.000	0.000
102752	103135	384	47	2	175	0.000	0.000	0.000	0.000	0.000
103137	103520	384	48	2	176	0.000	0.000	0.000	0.000	0.000
103523	103906	384	49	2	177	0.000	0.000	0.000	0.000	0.000
103908	104291	384	50	2	178	5.522	0.000	1.000	0.000	0.000
104293	104676	384	51	2	179	8.439	0.000	1.440	2.716	0.000
104679	105062	384	52	2	180	7.269	0.000	0.000	1.207	0.000
105064	105447	384	53	2	181	13.819	0.000	0.000	6.335	0.000
