Start_push	End_push	Pushes_duration	X	Y	Z	107Ag(Ag107Di)	Cytoker_651((3356))Pr141(Pr141Di)	Laminin_681((851))Sm147(Sm147Di)	YBX1_2987((3532))Eu153(Eu153Di)	H3K27Ac_1977((2242))Yb172(Yb172Di)
1708	2091	384	0	0	0	2.000	0.000	38.344	0.000	13.125
2094	2477	384	1	0	1	0.000	0.000	44.586	1.000	3.186
2479	2862	384	2	0	2	5.452	0.000	36.778	0.000	7.471
2864	3247	384	3	0	3	1.000	0.000	35.437	0.000	5.318
3250	3633	384	4	0	4	2.000	0.000	46.383	0.000	10.250
3635	4018	384	5	0	5	3.117	0.000	28.592	0.000	4.669
4020	4403	384	6	0	6	4.000	0.000	40.840	0.000	8.448
4406	4789	384	7	0	7	2.089	2.000	41.716	0.000	7.514
4791	5174	384	8	0	8	4.680	0.000	41.616	0.000	14.576
5176	5559	384	9	0	9	3.000	0.000	47.655	1.000	7.833
5562	5945	384	10	0	10	34.438	33.652	30.499	2.637	2.944
5947	6330	384	11	0	11	46.357	43.677	40.856	2.385	4.000
6332	6715	384	12	0	12	47.758	30.171	74.147	10.145	15.062
6717	7100	384	13	0	13	37.925	6.344	83.542	0.000	11.568
7103	7486	384	14	0	14	32.445	8.552	86.768	1.000	30.497
7488	7871	384	15	0	15	6.853	3.741	94.187	0.000	18.963
7873	8256	384	16	0	16	3.000	1.252	87.605	0.000	14.962
8259	8642	384	17	0	17	1.000	0.000	89.668	0.000	15.029
8644	9027	384	18	0	18	6.606	0.000	87.752	0.000	14.126
9029	9412	384	19	0	19	1.000	0.000	74.439	0.000	16.566
9415	9798	384	20	0	20	3.000	1.000	81.566	0.000	5.000
9800	10183	384	21	0	21	1.000	0.000	55.593	1.000	18.280
10185	10568	384	22	0	22	1.000	0.000	53.020	1.000	10.801
10571	10954	384	23	0	23	0.000	0.000	39.236	0.000	8.227
10956	11339	384	24	0	24	0.000	1.000	59.470	0.000	8.161
11341	11724	384	25	0	25	0.000	0.000	64.796	0.000	10.458
11727	12110	384	26	0	26	2.061	1.000	58.113	0.000	8.624
12112	12495	384	27	0	27	2.000	0.000	87.822	0.000	7.064
12497	12880	384	28	0	28	3.898	0.000	37.957	1.000	2.109
12883	13266	384	29	0	29	4.485	0.000	63.687	0.000	3.339
13268	13651	384	30	0	30	2.000	1.000	66.323	0.000	2.000
