Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.38237866954268696,0.041122946783761,6.884745637947153,5.652808311943696,2.4485773160078814
2,0.5300211955591575,0.08389935051043008,2.7602961899079,8.476305860834023,3.589019010976418
3,0.44693275984986736,0.05773347304673145,1.9442931837321158,8.470267665510809,3.2859605968206185
4,0.31814326454141284,0.04812080100927939,1.4107688320748633,7.592452929672582,3.643052890980044
5,0.41628938384831243,0.08654929499320796,6.062162559020695,7.2238796831939025,4.841208586551873
6,0.41525120978452723,0.05610192186978399,0.9524900378621355,6.844469150475093,3.934892367100229
7,0.37001338619284513,0.06610710446427508,3.2415510989362146,6.415110020830137,2.7364174524640164
8,0.3501389562324793,0.0411843580228311,7.557759356443529,6.19872528038643,2.6659746633635626
9,0.4780472098919974,0.06600590368335167,6.166763631049932,5.794680740821802,2.575926451057339
10,0.2284870316694071,0.0673830624465104,36.570373782941274,4.8543452775085365,4.511661398279798
11,0.2721257143550449,0.04700854700854701,16.316731511018215,6.004848671774579,3.950818417928158
12,0.3265083051742391,0.08435215880262091,63.28068785718147,1.9762063292746848,2.4739631033958274
