Image,Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
20210305_NE_mockData1_1.tiff,1,0.1927726896185624,0.1052631578947368,0.1052631578947368,0.3369243646922864,0.5397290807021292,19,4.2105263157894735,14.736842105263158,7.04688004885771,3.656010438296589,0.8548879722562877
20210305_NE_mockData1_1.tiff,2,0.0599222921989333,0.056338028169014,0.0422535211267605,0.0985915492957746,0.7266358657622002,71,3.8732394366197194,32.57746478873239,11.741731486310613,8.07559637915011,0.7259298179602637
20210305_NE_mockData1_1.tiff,3,0.2360161654651165,0.0625,0.0,0.0,0.8590473905205727,16,5.125,7.8125,6.016463371806579,3.4626100698331315,0.8177859417099856
20210305_NE_mockData1_1.tiff,4,0.0625,0.0366175845265388,0.0,0.1439206153154373,0.7922498919069767,16,6.9375,22.6875,5.326818938165629,3.7416573867739418,0.7117639563193815
20210305_NE_mockData1_1.tiff,5,0.1598911396292753,0.0697674418604651,0.0,0.0232558139534883,0.9438848828160484,43,7.767441860465116,27.0,8.356574765200262,7.268920779753043,0.4933259653155538
20210305_NE_mockData1_1.tiff,6,0.09024394525064,0.081081081081081,0.1115398858044598,0.0948685955356907,0.4948690291997549,37,9.216216216216216,7.45945945945946,11.20596220405497,5.385487408891418,0.8769447235779225
20210305_NE_mockData1_1.tiff,7,0.1696117440095314,0.0769230769230769,0.01565244106146,0.0501049940402691,0.6788257314608648,26,10.73076923076923,36.0,7.321711404937237,4.961591899160783,0.7353802779417754
20210305_NE_mockData1_1.tiff,8,0.0833333333333333,0.0,0.0,0.0,0.9646852016448976,12,12.166666666666666,14.583333333333334,4.270320962938327,3.813415352576645,0.450047958901315
20210305_NE_mockData1_1.tiff,9,0.1479199613843645,0.1428571428571428,0.2929242508752005,0.1428571428571428,0.6726185423987252,14,12.5,40.71428571428572,4.20883424647321,4.120630029101703,0.2036532699906393
20210305_NE_mockData1_1.tiff,10,0.1455816881997244,0.0,0.0952380952380952,0.0476190476190476,0.5866250651223319,21,13.333333333333334,10.095238095238097,6.473388749701497,4.575395104557834,0.7074128217900072
20210305_NE_mockData1_1.tiff,11,0.1256048878033956,0.0416666666666666,0.0,0.0,0.8347963591416677,24,15.791666666666666,34.208333333333336,6.429100507328636,5.158595846847387,0.5968105190920522
