Image,Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
20210305_NE_mockData1_1.tiff,1,0.1927726864814758,0.1052631586790084,0.1052631586790084,0.3369243443012237,0.5397290587425232
20210305_NE_mockData1_1.tiff,2,0.0599222928285598,0.0563380271196365,0.0422535203397274,0.0985915511846542,0.7266358733177185
20210305_NE_mockData1_1.tiff,3,0.2360161691904068,0.0625,0.0,0.0,0.8590474128723145
20210305_NE_mockData1_1.tiff,4,0.0625,0.0366175845265388,0.0,0.1439206153154373,0.7922499179840088
20210305_NE_mockData1_1.tiff,5,0.1598911434412002,0.0697674453258514,0.0,0.0232558138668537,0.9438848495483398
20210305_NE_mockData1_1.tiff,6,0.0902439430356025,0.0810810774564743,0.1115398928523063,0.0948685929179191,0.4948690235614776
20210305_NE_mockData1_1.tiff,7,0.1696117520332336,0.0769230797886848,0.0156524404883384,0.0501049943268299,0.6788256764411926
20210305_NE_mockData1_1.tiff,8,0.0833333358168602,0.0,0.0,0.0,0.9646852016448976
20210305_NE_mockData1_1.tiff,9,0.1479199677705764,0.1428571492433548,0.2929242551326751,0.1428571492433548,0.6726185083389282
20210305_NE_mockData1_1.tiff,10,0.1455816924571991,0.0,0.095238097012043,0.0476190485060215,0.5866250991821289
20210305_NE_mockData1_1.tiff,11,0.1256048828363418,0.0416666679084301,0.0,0.0,0.8347964286804199
20210305_NE_mockData1_1.tiff,12,0.1435484439134597,0.0714285746216774,0.0238095242530107,0.0476190485060215,0.4913870096206665
20210305_NE_mockData1_1.tiff,13,0.1270208060741424,0.1073191910982132,0.0226690527051687,0.0731196179986,0.8725705742835999
20210305_NE_mockData1_1.tiff,14,0.1333333402872085,0.0,0.0222222227603197,0.0338921584188938,0.5740737318992615
20210305_NE_mockData1_1.tiff,15,0.0714285746216774,0.0,0.0,0.0714285746216774,0.644111156463623
20210305_NE_mockData1_1.tiff,16,0.0370370373129844,0.1716407686471939,0.0740740746259689,0.0,0.6943333745002747
20210305_NE_mockData1_1.tiff,17,0.0460651516914367,0.0961538478732109,0.0276927780359983,0.0384615398943424,0.6958789229393005
20210305_NE_mockData1_1.tiff,18,0.2468382567167282,0.0,0.0,0.0,0.5835644006729126
20210305_NE_mockData1_1.tiff,19,0.0923076942563057,0.0573355071246624,0.0543682947754859,0.0461538471281528,0.7382485270500183
20210305_NE_mockData1_1.tiff,20,0.5678249597549438,0.094879575073719,0.0,0.048882920295,0.924772560596466
20210305_NE_mockData1_1.tiff,21,0.2296156883239746,0.0399999991059303,0.0544353686273098,0.0473255552351474,0.7549322247505188
20210305_NE_mockData1_1.tiff,22,0.1250896602869033,0.0,0.0399999991059303,0.0,0.6933776140213013
20210305_NE_mockData1_1.tiff,23,0.0526315793395042,0.0,0.0823812708258628,0.0526315793395042,0.5958616137504578
20210305_NE_mockData1_1.tiff,24,0.1455496102571487,0.0943630263209343,0.0175438597798347,0.0,0.6323848962783813
20210305_NE_mockData1_1.tiff,25,0.0839100033044815,0.0431034490466117,0.0372268743813037,0.0785524696111679,0.7656817436218262
20210305_NE_mockData1_1.tiff,26,0.074879765510559,0.0526315793395042,0.0,0.0,1.005349040031433
20210305_NE_mockData1_1.tiff,27,0.3020685017108917,0.0555555559694767,0.0730447247624397,0.1111111119389534,0.4513367414474487
20210305_NE_mockData1_1.tiff,28,0.1612903177738189,0.0322580635547637,0.0,0.0701817572116851,0.5874315500259399
20210305_NE_mockData1_1.tiff,29,0.3048054873943329,0.1083680465817451,0.0557157434523105,0.0747652053833007,0.536132276058197
20210305_NE_mockData1_1.tiff,30,0.3714972138404846,0.1178140193223953,0.0232558138668537,0.0,0.6487290263175964
20210305_NE_mockData1_2.tiff,1,15.659465789794922,14.44306182861328,1.7607464790344238,7.271027088165283,3.2143819332122803
20210305_NE_mockData1_2.tiff,2,12.559544563293455,0.3030067980289459,0.2612479329109192,2.5412914752960205,1.519237041473389
20210305_NE_mockData1_2.tiff,3,20.256710052490234,10.831697463989258,1.6178196668624878,4.244433879852295,1.645746827125549
20210305_NE_mockData1_2.tiff,4,12.62120246887207,23.648786544799805,1.0339717864990234,9.221278190612791,1.935600757598877
20210305_NE_mockData1_2.tiff,5,23.96215057373047,26.192317962646484,1.0617820024490356,6.560516834259033,3.609054088592529
20210305_NE_mockData1_2.tiff,6,19.918434143066406,3.2652037143707275,0.1691204309463501,3.888228178024292,3.266254186630249
20210305_NE_mockData1_2.tiff,7,26.0881462097168,0.6560854911804199,0.6134691834449768,3.9658217430114746,2.7602648735046387
20210305_NE_mockData1_2.tiff,8,15.539936065673828,26.635269165039062,1.1702550649642944,5.280404567718506,3.412841558456421
20210305_NE_mockData1_2.tiff,9,16.31106948852539,0.2823864221572876,0.4415338337421417,4.273515701293945,2.2117927074432373
20210305_NE_mockData1_2.tiff,10,13.167959213256836,4.168198108673096,1.099462628364563,3.5132429599761963,2.6505184173583984
20210305_NE_mockData1_2.tiff,11,20.208471298217773,60.87688446044922,7.190793037414551,8.566537857055664,4.875662326812744
20210305_NE_mockData1_2.tiff,12,14.063409805297852,14.852472305297852,0.913486123085022,7.140903949737549,5.831120491027832
20210305_NE_mockData1_2.tiff,13,6.911780834197998,4.508018493652344,0.4424504041671753,3.2698044776916504,5.098708152770996
20210305_NE_mockData1_2.tiff,14,9.15429973602295,1.045141577720642,0.5287527441978455,5.222892284393311,3.617879629135132
20210305_NE_mockData1_2.tiff,15,17.676359176635742,8.811847686767578,0.4242342710494995,2.3975653648376465,4.383710861206055
20210305_NE_mockData1_2.tiff,16,10.190329551696776,9.287752151489258,0.5048996210098267,5.005538463592529,2.7767391204833984
20210305_NE_mockData1_2.tiff,17,9.745306015014648,11.5934476852417,0.8436488509178162,4.553407669067383,2.352194309234619
20210305_NE_mockData1_2.tiff,18,8.378925323486328,14.819988250732422,0.3818231225013733,2.577864408493042,2.5594935417175293
20210305_NE_mockData1_3.tiff,1,4.433101654052734,2.1968321800231934,33.00433349609375,0.3193154036998749,5.041761875152588
20210305_NE_mockData1_3.tiff,2,36.50868606567383,27.579540252685547,38.68739700317383,5.294572830200195,8.341825485229492
20210305_NE_mockData1_3.tiff,3,6.668282985687256,4.415909290313721,35.04119873046875,0.8224881887435913,8.172467231750488
20210305_NE_mockData1_3.tiff,4,19.029376983642575,15.63692855834961,22.360742568969727,3.4787404537200928,4.222113132476807
20210305_NE_mockData1_3.tiff,5,4.719515800476074,4.360863208770752,40.562774658203125,0.972693681716919,4.910394668579102
20210305_NE_mockData1_3.tiff,6,14.917234420776367,28.230976104736328,2.886234998703003,6.242980003356934,4.995500087738037
20210305_NE_mockData1_3.tiff,7,18.17830848693848,25.77408218383789,2.2571775913238525,12.201410293579102,6.037275314331055
20210305_NE_mockData1_3.tiff,8,11.69511604309082,35.17340469360352,1.639372944831848,6.297493934631348,5.834718227386475
20210305_NE_mockData1_3.tiff,9,25.8706111907959,30.642078399658203,6.257092952728272,8.197457313537598,7.147202491760254
20210305_NE_mockData1_3.tiff,10,8.719376564025879,34.21208572387695,1.2393758296966553,10.492914199829102,5.00203800201416
20210305_NE_mockData1_3.tiff,11,14.529367446899414,40.50933074951172,0.8892343640327454,11.773201942443848,5.077193260192871
20210305_NE_mockData1_3.tiff,12,27.31024169921875,7.714259624481201,43.2549934387207,1.919042944908142,4.856731414794922
20210305_NE_mockData1_3.tiff,13,2.916033267974853,0.5111745595932007,89.51811981201172,0.542369544506073,5.383762359619141
20210305_NE_mockData1_3.tiff,14,62.01907730102539,43.79312896728516,5.9170451164245605,9.432839393615724,9.0466947555542
20210305_NE_mockData1_3.tiff,15,13.260525703430176,49.28166198730469,1.282026290893555,8.702289581298828,8.39208984375
20210305_NE_mockData1_3.tiff,16,30.96368980407715,38.30523681640625,1.5939534902572632,6.842576503753662,5.447762966156006
20210305_NE_mockData1_3.tiff,17,6.172743797302246,22.71790313720703,1.4036948680877686,5.462053298950195,2.8289995193481445
20210305_NE_mockData1_3.tiff,18,8.61718463897705,52.28775787353516,1.3276383876800537,8.409208297729492,7.285788059234619
20210305_NE_mockData1_3.tiff,19,16.754268646240234,28.513708114624023,1.0786826610565186,9.38929843902588,4.735422611236572
20210305_NE_mockData1_3.tiff,20,22.140323638916016,49.02671813964844,1.324792504310608,10.457978248596191,6.119229316711426
20210305_NE_mockData1_3.tiff,21,20.267452239990234,39.43254852294922,1.007928729057312,12.13840103149414,7.423965454101562
20210305_NE_mockData1_3.tiff,22,34.00394058227539,34.58290481567383,0.849957287311554,14.48364543914795,6.783763408660889
20210305_NE_mockData1_3.tiff,23,36.98963928222656,33.9551887512207,0.8918542265892029,13.340055465698242,6.895062446594238
20210305_NE_mockData2_1.tiff,1,0.3385300040245056,0.0215053763240575,4.725027561187744,6.0373969078063965,2.6653382778167725
20210305_NE_mockData2_1.tiff,2,0.5915396809577942,0.0977411642670631,5.78268575668335,8.848054885864258,3.6473708152771
20210305_NE_mockData2_1.tiff,3,0.5046091079711914,0.06034692004323,1.971987009048462,8.7583646774292,3.487833261489868
20210305_NE_mockData2_1.tiff,4,0.3360845148563385,0.0613810457289218,2.228942394256592,5.171751976013184,1.8035802841186523
20210305_NE_mockData2_1.tiff,5,0.18557670712471,0.0403508841991424,1.0620691776275637,10.350098609924316,2.7302138805389404
20210305_NE_mockData2_1.tiff,6,0.5039117932319641,0.0681178420782089,1.0197252035140991,8.568598747253418,5.534723281860352
20210305_NE_mockData2_1.tiff,7,0.3726891875267029,0.050918698310852,1.56657075881958,7.218643188476562,3.995295763015747
20210305_NE_mockData2_1.tiff,8,0.4787563681602478,0.0877681151032447,6.1823906898498535,7.919637203216553,5.72705078125
20210305_NE_mockData2_1.tiff,9,0.3420863747596741,0.0233961157500743,0.8423749208450317,4.091455459594727,2.0853703022003174
20210305_NE_mockData2_1.tiff,10,0.4247376024723053,0.1111662909388542,7.173026084899902,6.778166770935059,4.912010192871094
20210305_NE_mockData2_1.tiff,11,0.352042555809021,0.0800019428133964,0.9590895771980286,7.068417549133301,2.595734119415283
20210305_NE_mockData2_1.tiff,12,0.3960563540458679,0.0681818202137947,1.566277265548706,9.537545204162598,2.4096243381500244
20210305_NE_mockData2_1.tiff,13,0.4197890162467956,0.0441206917166709,1.6650640964508057,6.700777530670166,2.061485767364502
20210305_NE_mockData2_1.tiff,14,0.2483399361371994,0.0767418667674064,0.8123517036437988,6.55088472366333,2.4277026653289795
20210305_NE_mockData2_1.tiff,15,0.4158390462398529,0.0506184175610542,2.4548840522766118,8.305853843688965,3.1274657249450684
20210305_NE_mockData2_1.tiff,16,0.2803385853767395,0.0,5.826257228851318,3.122739315032959,2.9289379119873047
20210305_NE_mockData2_1.tiff,17,0.5680524706840515,0.066126249730587,4.750315189361572,3.9077279567718506,2.6414384841918945
20210305_NE_mockData2_1.tiff,18,0.2484194487333297,0.0138888889923691,5.918909549713135,8.475552558898926,2.9429714679718018
20210305_NE_mockData2_1.tiff,19,0.2060803771018982,0.0508474558591842,3.0760955810546875,7.702795028686523,2.56915020942688
20210305_NE_mockData2_1.tiff,20,0.4578999578952789,0.0588235296308994,18.59446907043457,7.096139430999756,6.575672149658203
20210305_NE_mockData2_1.tiff,21,0.5004146695137024,0.0696283355355262,5.899054050445557,6.233347415924072,3.046426296234131
20210305_NE_mockData2_1.tiff,22,0.1998974680900573,0.0751125961542129,50.78815078735352,3.364053249359131,4.8313188552856445
20210305_NE_mockData2_1.tiff,23,0.1963427364826202,0.054234854876995,11.389378547668455,7.932553768157959,3.453465461730957
20210305_NE_mockData2_1.tiff,24,0.513557493686676,0.0845093876123428,12.52286434173584,6.091073989868164,2.050789594650269
20210305_NE_mockData2_1.tiff,25,0.3613128066062927,0.0338983051478862,23.497886657714844,5.720973491668701,4.935523509979248
20210305_NE_mockData2_1.tiff,26,0.425153374671936,0.1006766036152839,68.4385986328125,2.45369291305542,3.0250065326690674
20210305_NE_mockData2_2.tiff,1,0.258620947599411,0.0462626926600933,10.174903869628906,7.470121383666992,2.6299073696136475
20210305_NE_mockData2_2.tiff,2,0.2277134507894516,0.0509993992745876,0.4963034987449646,5.411640644073486,3.184667587280273
20210305_NE_mockData2_2.tiff,3,0.2001642435789108,0.0912601128220558,0.3402108550071716,4.784585475921631,6.388152122497559
20210305_NE_mockData2_2.tiff,4,0.073738157749176,0.0685110762715339,0.3184256553649902,2.3521554470062256,13.313712120056152
20210305_NE_mockData2_2.tiff,5,0.1141856163740158,0.0528455153107643,0.1689230948686599,3.1408653259277344,10.039520263671877
20210305_NE_mockData2_2.tiff,6,0.1376066952943802,0.0636375993490219,0.4172239899635315,3.858231067657471,8.081798553466797
20210305_NE_mockData2_2.tiff,7,0.1412060856819152,0.0470839403569698,1.2454681396484375,4.303672790527344,1.864569067955017
20210305_NE_mockData2_2.tiff,8,0.0612444691359996,0.038961037993431,0.6436259746551514,3.8536934852600098,3.769987344741821
20210305_NE_mockData2_2.tiff,9,0.0863100513815879,0.0294117648154497,0.2348205298185348,2.9004898071289062,4.946472644805908
20210305_NE_mockData2_2.tiff,10,0.1937545090913772,0.0281690135598182,0.1571283340454101,2.633264780044556,7.012786865234375
20210305_NE_mockData2_2.tiff,11,0.0753008350729942,0.0317460335791111,0.9205665588378906,2.735663652420044,4.188313961029053
20210305_NE_mockData2_2.tiff,12,0.1136559545993805,0.0315789468586444,0.4200394451618194,5.41130256652832,2.402940034866333
20210305_NE_mockData2_2.tiff,13,0.1119779273867607,0.0599775835871696,1.1808494329452517,4.488386631011963,6.879007339477539
20210305_NE_mockData2_2.tiff,14,0.2419081032276153,0.0625,12.281063079833984,5.352715969085693,3.0897860527038574
20210305_NE_mockData2_2.tiff,15,0.1371981799602508,0.0708933845162391,0.4088758528232574,3.010004758834839,4.574994087219238
20210305_NE_mockData2_3.tiff,1,0.357260912656784,0.0684845000505447,0.2476131916046142,4.049644947052002,3.998099565505981
20210305_NE_mockData2_3.tiff,2,0.1556576788425445,0.0540540553629398,0.5617809891700745,4.745460510253906,4.471055507659912
20210305_NE_mockData2_3.tiff,3,0.3663787841796875,0.0434782616794109,18.24356842041016,4.573925495147705,5.2670979499816895
20210305_NE_mockData2_3.tiff,4,0.2416656166315078,0.0404040403664112,7.180903911590576,4.6219096183776855,9.631064414978027
