Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.9383063533089377
2,0.1811638048716954,0.0,0.14285714285714285,0.5014482906886509,1.003469433103289
3,0.20482163245861346,0.07692307692307693,0.20214260541475737,0.15384615384615385,0.8984988377644465
4,0.0,0.0,0.0,0.08624344212668282,0.3541263427053179
5,0.5036293268203735,0.0,0.0,0.0,0.6152833700180054
6,0.24262261390686035,0.22515279716915554,0.07304472393459743,0.15087725387679207,1.3701410624716017
7,0.1111111111111111,0.05555555555555555,0.0,0.08473039997948541,1.1414003802670374
8,0.0,0.1,0.1440024495124817,0.1,1.437891387939453
9,0.0,0.0,0.07692307692307693,0.0,1.2268304778979375
10,0.0,0.0,0.25,0.0,0.47393450140953064
11,0.07142857142857142,0.0,0.0,0.0,0.8892798253468105
12,0.043478260869565216,0.0,0.0,0.08695652173913043,1.4808433988819951
13,0.07692307692307693,0.07692307692307693,0.0,0.0,1.7355972069960375
14,0.0,0.0,0.1,0.0,0.7159563302993774
15,0.521193964914842,0.045454545454545456,0.09383481740951538,0.13636363636363635,0.7338118607347662
16,0.4818103551864624,0.0,0.0,0.0,1.1374428033828736
17,0.5545376214114103,0.18181818181818182,0.09090909090909091,0.0,1.7250295335596257
