Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,25.95716428756714,4.3803751319646835,0.7893503159284592,8.543220818042755,1.1984284818172455
2,17.75630189300677,20.937454283784287,0.8333534056987237,8.056470368980268,4.118487684004897
3,23.525939312848177,0.15818721055984497,0.6809534159573641,4.018878524953669,2.703742124817588
4,24.64270020150519,16.295698941528023,1.2871951758861542,4.333130395257628,2.5586605753217424
5,22.463626369353264,2.1790114679644184,0.07164154898735785,3.7384495773623065,4.509538658203617
6,25.39162945260807,26.19504576860642,1.2123623015929241,7.567651592955297,4.2560019687730435
7,23.327675519451017,0.2832112850681428,0.25520478910015476,5.443704589720695,4.290748742318923
8,20.848592518288413,55.15982630885678,5.004518258718797,8.428730451030496,6.8320470798162765
9,23.07453803582625,0.42309480905532837,1.2871286110444502,5.192588459361684,4.776389203288338
10,13.892751836776734,4.0507453298568725,0.617967945098877,2.835413032531738,3.3756445684432985
11,16.08570542741329,24.09106406252435,0.9057611886491167,8.669940202794177,8.682679597367631
12,12.104705572128296,0.5,0.46913374960422516,7.743903040885925,1.976126492023468
13,10.180746146043141,8.487537785371144,0.5878874023755392,4.367442957560221,8.302152903874715
14,5.159474074840546,0.40803350508213043,0.0,1.4745122194290161,1.3985407054424286
15,7.7426807433366776,0.45056796818971634,0.3656010031700134,2.687711466103792,6.699994660913944
16,9.392424960931143,0.09636189043521881,0.8315286586682001,5.925539011756579,1.7392532428105671
17,13.600418220395627,0.6744715675063755,0.840155391589455,9.039890211561453,6.804522778676904
18,24.2033375728698,11.715381758553642,0.40934168440955027,2.6185745029222396,6.661137921469552
19,18.450268516937893,26.10132837543885,0.3388431866963704,8.207912517090639,5.837020710110664
20,8.3302640914917,11.491207242012024,1.1769667714834213,3.265433967113495,1.6180363595485687
21,10.598465102059501,20.55508793081556,0.5644274456160409,3.5087749906948633,4.4834535769053865
