Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,15.659465789794922,14.443061828613281,1.7607464790344238,7.271027088165283,3.2143819332122803
2,12.559544563293457,0.3030067980289459,0.2612479329109192,2.5412914752960205,1.5192370414733887
3,20.256710052490234,10.831697463989258,1.6178196668624878,4.244433879852295,1.6457468271255493
4,12.62120246887207,23.648786544799805,1.0339717864990234,9.221278190612793,1.935600757598877
5,23.96215057373047,26.192317962646484,1.0617820024490356,6.560516834259033,3.6090540885925293
6,19.918434143066406,3.2652037143707275,0.1691204309463501,3.888228178024292,3.266254186630249
7,26.088146209716797,0.6560854911804199,0.6134691834449768,3.9658217430114746,2.7602648735046387
8,15.539936065673828,26.635269165039062,1.1702550649642944,5.280404567718506,3.412841558456421
9,16.31106948852539,0.2823864221572876,0.4415338337421417,4.273515701293945,2.2117927074432373
10,13.167959213256836,4.168198108673096,1.099462628364563,3.5132429599761963,2.6505184173583984
11,20.208471298217773,60.87688446044922,7.190793037414551,8.566537857055664,4.875662326812744
12,14.063409805297852,14.852472305297852,0.913486123085022,7.140903949737549,5.831120491027832
13,6.911780834197998,4.508018493652344,0.4424504041671753,3.2698044776916504,5.098708152770996
14,9.15429973602295,1.045141577720642,0.5287527441978455,5.2228922843933105,3.617879629135132
15,17.676359176635742,8.811847686767578,0.4242342710494995,2.3975653648376465,4.383710861206055
16,10.190329551696777,9.287752151489258,0.5048996210098267,5.005538463592529,2.7767391204833984
17,9.745306015014648,11.5934476852417,0.8436488509178162,4.553407669067383,2.352194309234619
18,8.378925323486328,14.819988250732422,0.3818231225013733,2.577864408493042,2.5594935417175293
