Object,Ag107,Cytokeratin 5,Laminin,YBX1,H3K27Ac
1,0.19277268648147583,0.10526315867900848,0.10526315867900848,0.33692434430122375,0.5397290587425232
2,0.059922292828559875,0.056338027119636536,0.0422535203397274,0.09859155118465424,0.7266358733177185
3,0.2360161691904068,0.0625,0.0,0.0,0.8590474128723145
4,0.0625,0.03661758452653885,0.0,0.14392061531543732,0.7922499179840088
5,0.15989114344120026,0.06976744532585144,0.0,0.023255813866853714,0.9438848495483398
6,0.09024394303560257,0.0810810774564743,0.11153989285230637,0.09486859291791916,0.49486902356147766
7,0.16961175203323364,0.07692307978868484,0.01565244048833847,0.05010499432682991,0.6788256764411926
8,0.0833333358168602,0.0,0.0,0.0,0.9646852016448975
9,0.14791996777057648,0.1428571492433548,0.29292425513267517,0.1428571492433548,0.6726185083389282
10,0.1455816924571991,0.0,0.095238097012043,0.0476190485060215,0.5866250991821289
11,0.12560488283634186,0.0416666679084301,0.0,0.0,0.8347964286804199
12,0.14354844391345978,0.0714285746216774,0.02380952425301075,0.0476190485060215,0.4913870096206665
13,0.12702080607414246,0.1073191910982132,0.022669052705168724,0.0731196179986,0.8725705742835999
14,0.13333334028720856,0.0,0.02222222276031971,0.033892158418893814,0.5740737318992615
15,0.0714285746216774,0.0,0.0,0.0714285746216774,0.644111156463623
16,0.03703703731298447,0.1716407686471939,0.07407407462596893,0.0,0.6943333745002747
17,0.04606515169143677,0.09615384787321091,0.027692778035998344,0.03846153989434242,0.6958789229393005
18,0.2468382567167282,0.0,0.0,0.0,0.5835644006729126
19,0.0923076942563057,0.0573355071246624,0.05436829477548599,0.04615384712815285,0.7382485270500183
20,0.5678249597549438,0.09487957507371902,0.0,0.048882920295000076,0.9247725605964661
21,0.2296156883239746,0.03999999910593033,0.0544353686273098,0.047325555235147476,0.7549322247505188
22,0.12508966028690338,0.0,0.03999999910593033,0.0,0.6933776140213013
23,0.05263157933950424,0.0,0.08238127082586288,0.05263157933950424,0.5958616137504578
24,0.14554961025714874,0.0943630263209343,0.017543859779834747,0.0,0.6323848962783813
25,0.0839100033044815,0.043103449046611786,0.03722687438130379,0.07855246961116791,0.7656817436218262
26,0.07487976551055908,0.05263157933950424,0.0,0.0,1.005349040031433
27,0.3020685017108917,0.0555555559694767,0.07304472476243973,0.1111111119389534,0.45133674144744873
28,0.16129031777381897,0.032258063554763794,0.0,0.07018175721168518,0.5874315500259399
29,0.3048054873943329,0.10836804658174515,0.05571574345231056,0.07476520538330078,0.536132276058197
30,0.3714972138404846,0.11781401932239532,0.023255813866853714,0.0,0.6487290263175964
