Start_push	End_push	Pushes_duration	X	Y	Z	107Ag(Ag107Di)	Cytoker_651((3356))Pr141(Pr141Di)	Laminin_681((851))Sm147(Sm147Di)	YBX1_2987((3532))Eu153(Eu153Di)	H3K27Ac_1977((2242))Yb172(Yb172Di)
1708	2091	384	0	0	0	0.000	0.000	0.000	0.000	0.000
2093	2476	384	1	0	1	0.000	0.000	0.000	0.000	0.000
2478	2861	384	2	0	2	0.000	0.000	1.000	0.000	0.000
2864	3247	384	3	0	3	0.000	0.000	0.000	0.000	0.000
3249	3632	384	4	0	4	0.000	0.000	0.000	0.000	0.000
3634	4017	384	5	0	5	0.000	0.000	0.000	0.000	0.000
4020	4403	384	6	0	6	0.000	0.000	0.000	0.000	0.000
4405	4788	384	7	0	7	0.000	0.000	0.000	0.000	0.000
4790	5173	384	8	0	8	0.000	0.000	0.000	0.000	0.000
5176	5559	384	9	0	9	0.000	0.000	0.000	0.000	0.000
5561	5944	384	10	0	10	0.000	0.000	0.000	0.000	0.000
5946	6329	384	11	0	11	0.000	0.000	0.000	0.000	0.000
6332	6715	384	12	0	12	0.000	1.000	0.000	0.000	0.000
6717	7100	384	13	0	13	0.000	0.000	0.000	0.000	0.000
7102	7485	384	14	0	14	0.000	0.000	0.000	0.000	0.000
7487	7870	384	15	0	15	0.000	0.000	0.000	0.000	0.000
7873	8256	384	16	0	16	0.000	0.000	0.000	0.000	0.000
8258	8641	384	17	0	17	0.000	0.000	1.000	0.000	0.000
8643	9026	384	18	0	18	0.000	0.000	1.271	0.000	0.000
9029	9412	384	19	0	19	0.000	0.000	0.000	0.000	0.000
9414	9797	384	20	0	20	0.000	0.000	0.000	0.000	0.000
9799	10182	384	21	0	21	0.000	0.000	0.000	0.000	0.000
10185	10568	384	22	0	22	0.000	2.412	0.000	0.000	0.000
10570	10953	384	23	0	23	0.000	0.000	0.000	0.000	0.000
10955	11338	384	24	0	24	0.000	0.000	0.000	0.000	0.000
11341	11724	384	25	0	25	0.000	0.000	0.000	0.000	0.000
11726	12109	384	26	0	26	0.000	0.000	0.000	0.000	0.000
12111	12494	384	27	0	27	0.000	1.000	0.000	0.000	0.000
12497	12880	384	28	0	28	0.000	0.000	0.000	0.000	0.000
12882	13265	384	29	0	29	0.000	0.000	0.000	0.000	0.000
13267	13650	384	30	0	30	0.000	0.000	0.000	0.000	0.000
13653	14036	384	31	0	31	0.000	0.000	0.000	0.000	0.000
14038	14421	384	32	0	32	0.000	0.000	5.339	0.000	1.515
14423	14806	384	33	0	33	0.000	0.000	0.000	0.000	0.000
14809	15192	384	34	0	34	0.000	0.000	0.000	0.000	0.000
15194	15577	384	35	0	35	0.000	0.000	0.000	0.000	0.000
15579	15962	384	36	0	36	0.000	0.000	0.000	0.000	0.000
15964	16347	384	37	0	37	0.000	0.000	0.000	0.000	0.000
16350	16733	384	38	0	38	0.000	0.000	1.000	0.000	0.000
16735	17118	384	39	0	39	1.000	0.000	0.000	0.000	0.000
17120	17503	384	40	0	40	0.000	0.000	0.000	0.000	0.000
17506	17889	384	41	0	41	0.000	0.000	0.000	0.000	0.000
17891	18274	384	42	0	42	0.000	0.000	0.000	0.000	1.647
18276	18659	384	43	0	43	0.000	0.000	0.000	0.000	0.000
18662	19045	384	44	0	44	0.000	0.000	0.000	0.000	0.000
19047	19430	384	45	0	45	0.000	0.000	0.000	0.000	0.000
19432	19815	384	46	0	46	0.000	0.000	0.000	0.000	0.000
19818	20201	384	47	0	47	1.000	0.000	0.000	0.000	0.000
20203	20586	384	48	0	48	0.000	0.000	0.000	0.000	0.000
20588	20971	384	49	0	49	0.000	0.000	0.000	0.000	0.000
20974	21357	384	50	0	50	0.000	0.000	0.000	0.000	0.000
21359	21742	384	51	0	51	0.000	0.000	0.000	0.000	0.000
21744	22127	384	52	0	52	0.000	0.000	0.000	0.000	0.000
22130	22513	384	53	0	53	0.000	0.000	0.000	0.000	0.000
22515	22898	384	54	0	54	0.000	0.000	0.000	0.000	0.000
22900	23283	384	55	0	55	0.000	0.000	0.000	0.000	0.000
23286	23669	384	56	0	56	0.000	0.000	1.000	0.000	0.000
23671	24054	384	57	0	57	0.000	0.000	0.000	0.000	0.000
24056	24439	384	58	0	58	0.000	0.000	0.000	0.000	0.000
40706	41089	384	0	1	59	0.000	0.000	0.000	0.000	0.000
41092	41475	384	1	1	60	0.000	0.000	0.000	0.000	0.000
41477	41860	384	2	1	61	0.000	0.000	0.000	0.000	0.000
41862	42245	384	3	1	62	0.000	0.000	0.000	0.000	0.000
42248	42631	384	4	1	63	0.000	0.000	0.000	0.000	0.000
