Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,117,9.145299145299145,16.162393162393162,21.257291785159307,7.507280789938815,0.9355619520877809
2,69,14.173913043478262,16.72463768115942,19.729508368430732,5.718526995634356,0.9570731757718123
3,175,13.268571428571429,32.54857142857143,17.001606422438442,13.550091176565369,0.6039939842875933
4,67,17.507462686567163,23.761194029850746,11.564713019932224,7.953270823924489,0.7259771489420203
5,112,17.339285714285715,42.642857142857146,17.031451813404466,8.83442109401953,0.8549489452414147
6,117,20.957264957264957,13.17094017094017,17.646879478067287,8.482578813964397,0.8768936962016323
7,82,25.121951219512194,27.048780487804876,11.771575259722178,9.227891943981618,0.6208705712672973
8,185,29.005405405405405,39.902702702702705,20.838213073041764,11.654284431418922,0.8289824244520622
9,84,30.916666666666668,17.285714285714285,13.707095467565344,8.408228129811826,0.789755638027381
10,90,33.1,26.033333333333335,13.182973409443981,9.232087212982508,0.7138448700956
11,147,31.707482993197278,9.29251700680272,20.2997249068993,9.417709615890828,0.8858703590621945
12,171,39.345029239766085,39.865497076023395,23.80378964666196,9.60893427401026,0.9149035723685383
13,56,41.392857142857146,16.339285714285715,10.725745810882701,7.11668127082675,0.7481639690732125
14,69,41.01449275362319,25.391304347826086,11.585839998514057,7.949786373185344,0.7274468766983387
