Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,161,5.645962732919255,37.64596273291925,14.925159170431348,14.426040861840947,0.2564458705353785
2,184,14.418478260869565,26.168478260869566,22.680801214860175,11.537231959198552,0.8609566552579453
3,155,23.406451612903226,20.52258064516129,17.21271596122812,12.166056877035922,0.7074070885611875
4,126,28.07936507936508,31.571428571428573,15.452529211260549,10.876891492460402,0.7103083080958571
5,122,30.098360655737704,7.868852459016393,14.233725009860207,11.80110852306859,0.5591079329155807
6,397,20.410579345088163,53.84382871536524,51.30553124017012,10.85466683076368,0.977363034598377
7,93,38.24731182795699,11.268817204301076,17.291672338351923,7.866003251845018,0.8905418903722452
8,148,40.432432432432435,36.054054054054056,15.722934173608511,12.464840480484677,0.6095068401815371
9,155,47.43225806451613,14.729032258064516,18.330039781820645,12.342432311071269,0.7393288325667485
10,211,51.00947867298578,45.644549763033176,18.132563066945558,15.578344953677655,0.5117466623490545
11,194,56.103092783505154,30.211340206185568,24.669445751104632,10.81130320179028,0.8988547321812581
