Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,175,9.28,62.36,16.706330502248473,13.646735078123974,0.5768358087789804
2,135,10.77037037037037,75.9037037037037,18.28565980911391,9.824667064643469,0.8433987895718338
3,110,18.89090909090909,70.99090909090908,13.54167016610766,11.25548661896522,0.5560121219002
4,100,18.58,20.62,17.253584822768108,7.604012806640059,0.8976442627183812
5,128,20.1875,59.5,16.298916006115032,10.309356770701422,0.7745457094465585
6,213,19.751173708920188,41.859154929577464,23.240527633654853,13.44147060341182,0.8157792448787341
7,59,22.661016949152543,26.35593220338983,12.357511182222087,6.940614109599515,0.8273739453636105
8,120,28.108333333333334,32.075,15.267262066060391,10.818175965866688,0.7056239479185374
9,81,27.160493827160494,19.62962962962963,16.66009142015583,6.264330898234772,0.9266163378266369
10,112,29.401785714285715,9.303571428571429,17.93261368638934,8.190131508701416,0.8896119833205253
11,137,30.562043795620436,59.08029197080292,13.987505976074418,13.361163993538646,0.29589224397230796
12,74,30.5,41.91891891891892,12.32473234785751,7.992976803307899,0.7611878419248335
13,87,32.39080459770115,50.160919540229884,13.29236407853119,8.869158947910641,0.7448453553527469
14,95,34.37894736842105,16.13684210526316,14.568742481049853,9.05984704028879,0.783121409031472
15,68,36.86764705882353,25.455882352941178,12.187473454259404,7.505367592918854,0.7878818923811579
16,105,38.27619047619048,40.91428571428571,16.520363937015215,8.589390009776071,0.8542104482253243
17,117,43.06837606837607,13.05982905982906,14.050130392085403,11.170789830632337,0.6065220959467947
18,83,42.89156626506024,27.06024096385542,13.858450539247242,8.873178892142525,0.768148207792552
19,72,43.72222222222222,37.791666666666664,14.224083186206403,6.925941624676279,0.8734484905349599
20,52,49.11538461538461,33.94230769230769,10.547155824276745,8.496089660625275,0.5925499361639089
21,82,49.51219512195122,20.378048780487806,11.534421957984701,9.243834933467545,0.5981114533176435
22,29,50.41379310344828,27.93103448275862,6.728462016125951,5.500630044211441,0.5759048965827146
23,67,50.53731343283582,58.47761194029851,13.010001896759846,6.816945679434515,0.8517322279165921
24,48,50.3125,67.08333333333333,10.026985827748279,6.840025153391181,0.7312014012387036
