Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,102,5.617647058823529,45.85294117647059,15.909561822301969,8.634446287490347,0.8399133257145125
2,219,13.71689497716895,41.68949771689498,21.73467796617348,14.694228944381504,0.7368346477931424
3,88,12.886363636363637,28.818181818181817,14.221948656537212,8.262769904424545,0.813912705235769
4,112,21.660714285714285,34.482142857142854,14.691952025982303,10.198720145440308,0.7198105815498899
5,124,24.306451612903224,25.233870967741936,17.439242685433147,10.677603291992442,0.7906452794829214
6,153,21.61437908496732,53.08496732026144,17.92377134459019,11.846865787214668,0.7504226141778841
7,187,31.668449197860962,45.663101604278076,17.444773336699768,13.974699481260597,0.5985541896748404
8,144,33.333333333333336,24.493055555555557,16.228727739503487,12.839386534190568,0.6116198906576261
9,77,42.62337662337662,46.58441558441559,10.748716209206874,10.11895496710204,0.3372627370276922
10,141,40.13475177304964,13.553191489361701,20.217418015266126,9.306350200820699,0.8877564378554608
11,78,44.52564102564103,39.52564102564103,13.156090456086314,8.216546095312168,0.780990308112835
12,56,46.017857142857146,32.392857142857146,9.276764860250553,8.055787693346543,0.49589357959342906
13,111,44.98198198198198,22.144144144144143,13.440592764482515,11.019403142708098,0.5725641726662896
