Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,164,9.585365853658537,62.71341463414634,15.906982294060358,13.455460356454708,0.5333670529965436
2,122,11.21311475409836,75.73770491803279,16.623935190739275,9.750036650106866,0.8099449292225197
3,78,18.346153846153847,71.55128205128206,11.328309982267559,9.16332722640716,0.5879635800672282
4,46,18.608695652173914,46.28260869565217,9.295529674739047,6.9748081322660616,0.6610520557789611
5,63,18.46031746031746,22.666666666666668,13.222294000501336,6.7848828280158795,0.8583051540355408
6,73,18.15068493150685,36.56164383561644,12.704511412017826,7.503884427843689,0.8069298940962193
7,112,20.107142857142858,60.19642857142857,14.349918793063363,10.575927325570659,0.6758899181302063
8,17,22.647058823529413,67.17647058823529,5.6871994758893925,3.8790160584420166,0.7312954320510957
9,51,23.80392156862745,40.92156862745098,9.285291165606136,7.698433262560512,0.559100602203891
10,59,22.491525423728813,14.35593220338983,10.077260287788047,7.685358811345994,0.6468188511968679
11,55,22.581818181818182,26.345454545454544,11.307657430211341,7.0383617648958765,0.7826658687445478
12,40,24.0,32.625,8.719468269305526,6.238659559598848,0.6986268256753635
13,65,27.93846153846154,20.861538461538462,12.915272408262613,6.978920003781891,0.8414327732501828
14,81,31.234567901234566,31.209876543209877,11.367326642593948,9.633467654656323,0.5308433825394361
15,108,30.5,59.074074074074076,12.389879774574114,11.367405266428008,0.3977933847434552
16,73,30.753424657534246,9.10958904109589,12.628017623032349,7.708632752562912,0.7920633758524014
17,62,30.725806451612904,42.08064516129032,11.088873406266394,7.576762767196177,0.7301600496590683
18,92,31.695652173913043,50.108695652173914,12.869547246693251,10.061084200564023,0.6235612161296401
19,97,34.23711340206186,16.20618556701031,14.464850243953814,9.376032895037964,0.7614750171462945
20,69,37.20289855072464,25.347826086956523,12.741710575602484,7.744800507502151,0.7940667883929738
21,91,37.81318681318681,40.64835164835165,14.748694460285074,8.421884054439271,0.820932161063152
22,107,42.7196261682243,13.504672897196262,13.691265221209242,10.581306757417211,0.6345876409573908
23,82,43.21951219512195,27.475609756097562,13.265126068380699,8.663764807164913,0.7572514565483416
24,71,43.605633802816904,38.014084507042256,13.899187536267538,7.333880652897962,0.8494630215772537
25,71,49.140845070422536,20.64788732394366,10.286818161507114,8.921802017709885,0.4977782487676298
26,37,49.16216216216216,33.027027027027025,10.863496264078144,5.698327421870972,0.8513864233260166
27,28,50.357142857142854,27.392857142857142,7.579478437655522,4.814993216437538,0.7722925115648368
28,57,50.94736842105263,58.68421052631579,13.544523672988152,5.6964768870162565,0.9072581563355812
29,39,50.717948717948715,67.1025641025641,8.816073931849337,6.406310287507929,0.6869946266365045
