Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,68,4.1911764705882355,57.161764705882355,13.027866625230669,7.00256644880585,0.8432594364906134
2,47,7.9361702127659575,48.851063829787236,8.624752188346973,7.477763994159444,0.4982871877950363
3,73,8.342465753424657,62.41095890410959,12.203471186717122,8.144457454192414,0.7447096528968037
4,77,10.688311688311689,71.76623376623377,14.307318692839363,7.395273730473635,0.8560533544165764
5,60,13.066666666666666,43.3,10.318849883748596,8.246831268162968,0.6010643578447826
6,82,14.28048780487805,52.76829268292683,11.29965994930779,9.481941524374179,0.5439230165010227
7,25,16.0,70.72,6.678039560591999,5.144840874815102,0.6375465213956341
8,64,16.375,60.265625,13.333867753044718,6.486837788500202,0.8736842880748132
9,55,18.945454545454545,65.45454545454545,10.388814390989328,7.731344810210346,0.6679580195213953
10,54,20.314814814814813,73.88888888888889,10.670639391826771,6.9856019545785415,0.7559266160853761
11,99,19.838383838383837,82.1919191919192,13.900281400122493,9.455754675064963,0.7329742830892132
12,89,20.97752808988764,42.7752808988764,12.135323235342787,9.837266082583964,0.5855576825577472
13,91,24.52747252747253,50.61538461538461,13.234077227606566,9.033334894325979,0.7308095780207616
14,77,24.98701298701299,62.532467532467535,14.919624632436921,7.640173359516184,0.85893248505863
15,77,28.051948051948052,78.92207792207792,10.993013011296705,9.816516035684373,0.4501008067041932
16,30,27.4,72.23333333333333,7.552915562067718,5.1435093792562965,0.7322866309578376
17,104,29.471153846153847,39.92307692307692,13.95276861994239,10.242293071621123,0.6790750300769713
18,15,31.6,59.93333333333333,4.9746021616473675,3.771236166328254,0.6521405955174382
19,64,31.109375,66.875,10.283333293817634,8.459411925084494,0.5685723613695817
20,101,32.53465346534654,52.613861386138616,14.973280477918985,9.24742241613052,0.786496329979826
21,31,34.58064516129032,72.54838709677419,7.8837568459190965,5.41458788546735,0.7268436100994894
22,60,36.516666666666666,61.85,10.645786304362847,7.405141649605989,0.7184354078574895
23,42,37.69047619047619,37.26190476190476,9.087276763410213,6.304236392302991,0.7202224538037987
24,48,40.166666666666664,56.0,10.189176784366097,6.1970072356870105,0.7937875907005354
25,50,40.78,69.14,9.246181429891978,7.908231721789692,0.5181379665389295
26,43,40.30232558139535,12.790697674418604,10.119181024378982,5.557040968933694,0.8357177843430201
27,114,41.40350877192982,44.324561403508774,16.52187379631599,9.532968383302741,0.8167506794045658
28,86,40.03488372093023,30.1046511627907,11.989528463415228,9.628482236464041,0.5958788978133086
29,63,45.01587301587302,52.19047619047619,11.020222511673486,8.44037955039384,0.6429606699486531
30,37,43.945945945945944,63.0,7.701369965813535,6.332583253062673,0.5691017429103215
31,122,42.967213114754095,20.65573770491803,14.535475775993374,11.12904578887296,0.6432607729274507
32,76,46.31578947368421,36.73684210526316,10.793153309816843,9.174566015642814,0.5267250210602324
33,86,50.0,15.5,15.303525125571962,7.553670146655599,0.8696946054641819
34,39,51.46153846153846,47.82051282051282,8.300725381264517,6.258931519002123,0.6568488916171366
35,64,53.484375,54.265625,13.963213065557527,6.21658011979606,0.8954255446922263
36,95,50.38947368421053,61.73684210526316,18.363541281438224,9.578650505720079,0.8531825848985383
37,174,55.333333333333336,67.08620689655173,22.684667962649545,10.139995089246373,0.8945350911013821
38,164,53.896341463414636,28.54268292682927,17.159546258064868,13.028397650078663,0.6507982498339887
39,53,55.84905660377358,44.056603773584904,10.931737221801654,6.8574566132872254,0.7787793343525357
40,40,55.85,39.5,11.98903417162719,4.637139164566394,0.9221713003043674
41,40,57.375,36.0,12.82987758088118,4.893285323747482,0.924411068079322
42,79,60.0126582278481,20.544303797468356,12.899703040807662,7.961562494502331,0.7868144660003216
