Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,41,1.5121951219512195,4.2439024390243905,13.220095369243513,4.755664823193193,0.9330564461331339
2,35,1.6285714285714286,14.371428571428572,9.385491443797413,5.043878827223317,0.8433196234584317
3,81,4.37037037037037,21.74074074074074,11.207618520036293,10.31398628913378,0.39129418876339095
4,68,6.323529411764706,5.6911764705882355,12.113157944125833,7.542827188190344,0.7824630588033454
5,117,5.461538461538462,30.854700854700855,13.385176049459416,12.138673687504953,0.4214009931730655
6,37,10.81081081081081,19.64864864864865,9.477790841339008,5.276348343466994,0.830709218161409
7,58,9.241379310344827,13.155172413793103,9.455138248430954,8.406080647748201,0.45781216707725814
8,95,13.452631578947368,35.67368421052632,16.90707693097918,7.535919640628279,0.8951695653697205
9,60,14.333333333333334,7.366666666666666,9.763724774204842,8.161339124883632,0.5489064713167212
10,53,16.433962264150942,17.547169811320753,10.180944859558997,6.747296129268826,0.7488516018356162
11,74,18.60810810810811,39.9054054054054,11.156572109472451,9.349703042156685,0.5456020016227953
12,14,19.785714285714285,3.9285714285714284,6.078082465112322,2.8204383934004986,0.8858172620003121
13,19,20.263157894736842,1.105263157894737,7.098057942321631,3.6296501416866485,0.8593676687099936
14,26,21.0,8.307692307692308,7.684027762576932,5.524296110950404,0.6950800536364851
15,35,19.97142857142857,13.142857142857142,9.48967302650083,4.887967706427914,0.8571404032243682
16,53,25.9811320754717,10.358490566037736,10.152997135618355,8.217904276329783,0.5872484440615415
17,62,23.20967741935484,20.774193548387096,10.614258599498722,8.136667645708773,0.6421500220385696
18,115,26.2,29.130434782608695,13.160456806450615,11.403038865149213,0.4992426154972635
19,120,27.883333333333333,39.45,13.416770175830347,12.252856820805977,0.407401031425741
20,88,31.147727272727273,16.829545454545453,10.966982830955171,10.427340016367523,0.30982417960342284
21,64,34.90625,24.8125,9.618477916029118,9.261844178070593,0.2697798818147973
22,44,35.75,36.81818181818182,9.79170534456413,6.357024669102782,0.760595994773814
23,51,37.80392156862745,31.941176470588236,10.70003336656585,7.171262783269312,0.742172069071339
