Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,146,5.602739726027397,37.465753424657535,14.416619887577326,13.261366049860179,0.39223153200690586
2,162,14.407407407407407,27.0,19.52132957810035,11.122894807417467,0.8217961453941732
3,160,22.85625,20.70625,18.872776433980114,12.333169084748857,0.7569352216732639
4,42,25.11904761904762,29.88095238095238,11.548101166456105,5.336062124430376,0.8868420563059903
5,69,30.391304347826086,32.53623188405797,11.84166865829901,7.954557712846939,0.7407842991587993
6,125,30.12,8.416,15.8642597782628,11.489733055549777,0.6895346397778397
7,331,19.063444108761328,54.16012084592145,48.71054329389531,10.309055655849756,0.9773478860531553
8,77,39.285714285714285,10.675324675324676,14.736496539129293,7.86237548162311,0.845780607017053
9,68,37.970588235294116,37.279411764705884,13.883569459260944,7.036542834093737,0.8620488496097312
10,71,42.83098591549296,35.028169014084504,14.787575955700435,7.223696626416576,0.8725651903438452
11,126,46.23015873015873,14.531746031746032,16.462572398253037,10.875603273630801,0.7507151886751167
12,95,45.294736842105266,53.694736842105264,14.109782393577962,9.13820762457337,0.7619375496862935
13,167,51.5688622754491,44.82634730538922,17.325783571389767,12.753825500646505,0.6768529533589465
14,32,52.03125,55.5625,9.756796209581806,4.3848378219371025,0.893323755440148
15,153,56.287581699346404,32.712418300653596,20.06493395389536,10.826330785825798,0.8419441168989134
