Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,44,8.613636363636363,70.56818181818181,8.854917271592875,6.539418462849314,0.67424579992383
2,103,11.368932038834952,62.786407766990294,12.674797424544963,10.627635896810947,0.5449236609510372
3,63,12.603174603174603,77.60317460317461,10.64693114162052,7.505595468558748,0.7092531426986035
4,75,17.213333333333335,71.14666666666666,10.457276725831122,9.230366980272336,0.46998562845007247
5,30,19.333333333333332,46.2,6.317486299531702,6.050200195926147,0.2877982277471246
6,18,18.5,56.5,6.060143424630315,3.733808824722635,0.7876480070835765
7,43,19.74418604651163,21.697674418604652,8.253299168854596,6.960126126428911,0.5374205098393691
8,61,20.34426229508197,61.98360655737705,9.533884304862413,8.19783420770876,0.5105248756986405
9,83,20.686746987951807,39.04819277108434,10.809018871522529,9.872260410312741,0.4072079393633025
10,12,22.083333333333332,67.83333333333333,4.894994431930092,2.9693109114997,0.7950060587397373
11,46,23.934782608695652,16.02173913043478,8.501495736099873,7.0276657801241935,0.5627329584279573
12,70,21.957142857142856,27.67142857142857,14.463454625312847,6.574433373232055,0.8907187507971498
13,34,24.235294117647058,32.64705882352941,6.8759711314892575,6.339958157735183,0.38708153917627397
14,41,28.073170731707318,20.926829268292682,8.215203922503248,6.510597392572932,0.6098642753073713
15,42,29.404761904761905,29.738095238095237,8.525386994033845,6.397834717591092,0.6609328128996212
16,63,30.603174603174605,10.34920634920635,10.50447832724914,7.591424899090482,0.6911779394804288
17,59,30.610169491525422,43.728813559322035,10.995684401882048,7.022625893044708,0.7694798381246188
18,72,30.375,59.208333333333336,10.913022145854454,8.57420892882844,0.6186254755518432
19,36,31.88888888888889,52.5,7.8589632624152355,5.8722746887602755,0.6645910447694143
20,63,34.111111111111114,17.6984126984127,10.07640798885283,8.058546822927202,0.6003411827351517
21,38,34.13157894736842,35.73684210526316,7.302374312132636,6.651139471948513,0.4128064890831741
22,24,33.708333333333336,48.25,6.795203388442655,4.774665761277923,0.7115333075906854
23,34,38.294117647058826,11.411764705882353,7.015560144186248,6.387697324465225,0.413499711604341
24,50,38.28,24.52,8.782176337798354,7.322061101343987,0.5521556187646485
25,68,38.35294117647059,42.05882352941177,10.629915748392985,8.24713718843722,0.6309270047426019
26,25,40.24,31.68,5.993871251740861,5.298443867547758,0.4675305328410962
27,59,42.94915254237288,16.152542372881356,9.1932942089355,8.280168644426219,0.4344937988662953
28,62,44.435483870967744,26.370967741935484,12.002917017485238,6.804900735373995,0.8237609832004742
29,72,44.59722222222222,38.0,12.223433995437688,7.702292884600397,0.7764936096209726
30,9,44.333333333333336,10.88888888888889,3.885753375057407,2.7954428906961324,0.6945875203623408
31,24,48.708333333333336,32.0,6.30367691015701,5.37610884387977,0.5221513279951117
32,66,49.27272727272727,22.681818181818183,13.211836709619554,6.594386874567046,0.8665287372688952
33,28,51.75,59.82142857142857,9.28006373265841,4.046011991599304,0.8999516661117162
34,24,51.625,66.54166666666667,7.192595005192923,4.319197376847081,0.7996201537188491
