Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,107,8.766355140186915,16.102803738317757,20.054210453991356,7.146081473978076,0.9343570406755783
2,94,14.808510638297872,14.542553191489361,22.067958496733226,6.321709632334428,0.9580905462352247
3,197,13.558375634517766,32.51776649746193,17.97276308146923,14.881133430921988,0.560753928543957
4,73,17.356164383561644,23.21917808219178,14.36495784573415,7.398656868100264,0.8571607489252183
5,113,17.672566371681416,42.95575221238938,17.183364357777734,8.681856916364751,0.8629743146638944
6,84,21.047619047619047,13.226190476190476,17.132247214716127,6.811250608538011,0.9175722752084459
7,71,25.211267605633804,26.845070422535212,11.130801936313805,8.429910526221695,0.6530094128289733
8,240,31.5625,41.3125,29.1142480837665,11.804048395228591,0.914122151213958
9,103,30.446601941747574,16.78640776699029,17.099744939637638,9.008509986267448,0.8499760643748384
10,94,33.08510638297872,25.73404255319149,12.745340187216463,10.39896472670148,0.5781884253384787
11,154,32.66233766233766,9.253246753246753,21.048243408378987,9.504148845242945,0.8922502760180436
12,138,39.23913043478261,36.8768115942029,18.2237221551355,10.224251184859671,0.8277881672262472
13,50,41.52,16.6,10.12414595400636,6.885874577856951,0.7330787690280507
14,60,41.36666666666667,25.15,10.86877428317368,7.493906489295909,0.7242956130606207
