Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,44,8.931818181818182,16.613636363636363,9.88286232132904,5.866146688052899,0.8047841486945058
2,43,9.883720930232558,26.25581395348837,10.430649883502241,5.530761266285775,0.8478467860997243
3,38,12.131578947368421,31.289473684210527,10.999691689608449,4.714993050351264,0.903471698382707
4,30,14.466666666666667,11.866666666666667,6.455916151924497,6.144286594099555,0.30693768068931926
5,49,14.10204081632653,18.632653061224488,9.578271844952846,6.538144795643997,0.7307905976433671
6,55,15.163636363636364,35.836363636363636,9.521768426810805,7.767471401724121,0.5783914943634013
7,56,17.660714285714285,24.267857142857142,9.69513914590811,7.607340131757989,0.6199325879367076
8,77,17.207792207792206,42.246753246753244,13.970548953178326,7.402370520365261,0.8480880122904207
9,34,19.41176470588235,30.705882352941178,7.123618331221204,6.1149382806032895,0.5129752259477252
10,44,20.931818181818183,10.386363636363637,9.633243153695679,6.031101065376337,0.7797654822253336
11,49,21.040816326530614,16.571428571428573,8.269031255677927,7.548789415163143,0.40818577310200654
12,63,24.063492063492063,39.26984126984127,15.499431100160836,5.79531929840019,0.9274668906428339
13,18,23.5,22.38888888888889,5.742336839989466,4.182667022196356,0.6851615954266117
14,74,26.243243243243242,27.7027027027027,10.548389409344043,9.06986909645944,0.5105728534330816
15,53,27.30188679245283,17.20754716981132,11.60323786552277,5.8640684636510665,0.8628956804083193
16,81,29.580246913580247,36.77777777777778,11.85600525215101,8.823300114201015,0.6679511219779977
17,40,32.75,16.8,7.671750577229819,7.064293530196345,0.3899902675024661
18,50,33.32,44.54,8.938301318150112,7.454043838478279,0.551848894704598
19,48,33.625,28.625,8.733811168882362,7.110124879328004,0.58073607392823
20,70,34.01428571428571,10.542857142857143,11.801638641139727,7.634701848974404,0.7625588978244998
21,38,34.21052631578947,22.394736842105264,9.294720592226176,5.437264733559222,0.8110446844968638
22,99,38.86868686868687,37.101010101010104,15.166629895890368,9.016195122959518,0.8041134681917625
23,26,39.11538461538461,45.30769230769231,6.166056295965654,5.344121201075725,0.49882968149873613
24,51,40.19607843137255,17.352941176470587,8.963804506268477,7.336640572777416,0.5745436245065748
25,68,40.89705882352941,25.83823529411765,10.81637132368087,8.091767398013133,0.6635818377583984
26,13,43.15384615384615,50.0,5.203549084703927,3.076923076923077,0.8064425896179158
