Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,91,1.8681318681318682,9.527472527472527,21.07250314012191,5.803558074839965,0.9613271321856227
2,124,7.056451612903226,21.983870967741936,17.432834143141537,10.736244655597051,0.7878529444277261
3,123,5.479674796747967,30.926829268292682,14.292288973422144,11.44356919641221,0.5990904602031376
4,97,9.288659793814434,12.742268041237113,16.274498246945438,8.007880261530826,0.8705664749288384
5,198,15.55050505050505,37.803030303030305,18.152291167517973,15.124214066599501,0.5529945741378784
6,141,12.397163120567376,4.290780141843972,17.70125978443193,11.754344830963639,0.747697035646129
7,210,21.257142857142856,12.142857142857142,24.993886374146506,12.12856572317138,0.8743691860258301
8,144,25.23611111111111,28.368055555555557,14.309132516413927,13.286182536033142,0.3713056620538333
9,125,28.232,39.608,13.460453139129534,12.396466968023509,0.38966976357834826
10,126,30.11111111111111,17.08730158730159,15.455761561156217,10.851375008658737,0.7120857074028104
11,125,36.568,27.456,16.332934823277995,10.116633830407874,0.7850748869240681
12,60,36.916666666666664,37.21666666666667,9.581451920956866,9.011116663923314,0.3398626827538543
