Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,44,10.090909090909092,33.43181818181818,9.041240872847922,6.314074257330051,0.7157430886662959
2,49,13.877551020408163,24.93877551020408,9.207471139064902,6.962299948967187,0.6543894664897661
3,47,14.148936170212766,39.5531914893617,8.305236651336733,7.168599621592134,0.5049610579323598
4,32,15.3125,29.96875,8.082751776633145,5.347055144407408,0.74991080416152
5,27,19.37037037037037,21.85185185185185,7.120032409637136,4.878137161046793,0.7284222206285936
6,77,19.805194805194805,36.15584415584416,14.051954704749246,7.235466836599315,0.8572453183416566
7,57,25.035087719298247,45.578947368421055,10.283746720890711,7.010183726536711,0.731654138521262
8,68,26.102941176470587,20.16176470588235,11.212136844995928,7.809857215213731,0.7175045073091103
9,54,24.166666666666668,27.35185185185185,11.125831696472362,6.207364154586225,0.8298923113208758
10,61,25.918032786885245,35.114754098360656,11.401288972164375,7.04463213864637,0.7862721562163983
11,45,31.511111111111113,32.644444444444446,9.167571140932388,6.287364155027046,0.7277649849769076
12,46,30.91304347826087,41.08695652173913,8.728786018865385,6.934556063206929,0.6073337570166328
13,42,31.547619047619047,24.452380952380953,8.838973003610667,6.038763163912944,0.7302337606712006
14,86,36.13953488372093,20.8953488372093,16.543509334414285,6.999167093693827,0.906094048746532
15,56,37.30357142857143,40.57142857142857,10.050413452277398,7.672133889464737,0.6459673931850484
16,74,39.054054054054056,32.87837837837838,10.663512965363084,8.893095848180524,0.5518032740718298
