Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,78,4.756410256410256,57.217948717948715,12.778342483244906,7.9954761330751,0.7800595649960997
2,35,8.82857142857143,49.68571428571428,6.993805619194584,6.538375672161244,0.3549614079023291
3,58,9.310344827586206,62.241379310344826,10.842584372619932,6.945572694604141,0.7678891320520094
4,80,10.85,71.775,14.829741650835956,7.463830288093459,0.8641109090746887
5,68,13.705882352941176,45.10294117647059,12.604679246060183,7.375090324715443,0.8109558573568241
6,68,14.205882352941176,53.35294117647059,10.642247760721034,8.307373760292707,0.6250267852891888
7,28,15.928571428571429,70.75,6.7723832865971465,5.5981163128388705,0.5627759292952693
8,119,18.142857142857142,63.134453781512605,15.14795247342929,10.801854593618742,0.7010724229901382
9,77,19.324675324675326,82.97402597402598,10.852582638760941,9.071398148656309,0.5489204465972255
10,60,20.383333333333333,74.86666666666666,10.419901776560428,7.446929439570641,0.6994482313996018
11,27,20.48148148148148,52.7037037037037,8.177343340188878,4.322484004365911,0.8488755835210016
12,62,20.112903225806452,42.693548387096776,11.684602739735144,7.226002771008594,0.7858470374377488
13,39,24.71794871794872,63.256410256410255,8.615172459716824,5.814893939146684,0.7378546247088581
14,58,25.603448275862068,50.172413793103445,9.080603869878567,8.123991177057615,0.44676132100839244
15,31,25.35483870967742,56.903225806451616,7.410732060877671,5.347341171643986,0.6923444071547831
16,64,26.890625,80.234375,10.400830883203579,8.170214467136017,0.6188175007359739
17,137,28.78832116788321,40.13138686131387,14.207501596272152,12.805697490397376,0.43312570614297063
18,69,28.82608695652174,66.1304347826087,14.566500565838158,6.57972656393188,0.8921685587647726
19,41,29.853658536585368,74.65853658536585,9.600035915518097,5.45239965494141,0.8230587986649825
20,29,32.793103448275865,69.41379310344827,7.500030344823326,5.028972799576618,0.7418851331269437
21,111,33.072072072072075,53.75675675675676,15.02196294933876,9.637344560249,0.7670809841119383
22,74,37.810810810810814,41.4054054054054,14.26232050078279,6.808586448986025,0.8786954337853744
23,60,37.4,63.06666666666667,9.235238819207186,8.426896592128736,0.40913921515160867
24,106,38.79245283018868,30.81132075471698,12.748226328194114,11.104875242118835,0.4911202501935132
25,70,38.74285714285714,70.94285714285714,12.263950837400255,7.393019298475119,0.7978732425554047
26,37,40.37837837837838,13.162162162162161,8.761238318866946,5.431593492522128,0.7846355643626467
27,85,42.43529411764706,54.976470588235294,12.525732053516965,8.820808316751247,0.7099867906647502
28,74,42.63513513513514,46.0,11.684026550814707,8.34084635167604,0.7002808366153677
29,32,44.28125,63.0,6.728877274013787,6.079192843730225,0.42869702564007844
30,128,43.2890625,21.203125,14.296363835432617,11.618601928478073,0.5826875073710287
31,99,47.86868686868687,37.282828282828284,13.127610279920514,9.953882945456836,0.6519752080293805
32,78,49.15384615384615,15.217948717948717,15.154053096046654,6.686039913584002,0.8974064774143475
33,81,48.641975308641975,70.8641975308642,13.1400378769857,8.291351347470926,0.775783607463878
34,131,51.343511450381676,58.33587786259542,16.339662213959503,10.76509634642846,0.7522898858461141
35,82,51.31707317073171,47.01219512195122,11.081315872067151,9.851746409244543,0.45782719106467995
36,151,53.54304635761589,28.576158940397352,14.828480297561578,13.652996642554886,0.3902050682980365
37,73,56.04109589041096,66.28767123287672,10.601469960064467,8.796648486221782,0.5581241838086607
38,38,57.60526315789474,44.8421052631579,8.305527548952746,6.0974483969552065,0.6789944324916031
39,56,58.125,37.767857142857146,9.277614863183901,7.761584179859253,0.547825499955663
40,44,60.22727272727273,60.63636363636363,11.33668764094663,5.133765322787862,0.8915891237915614
41,75,59.733333333333334,20.666666666666668,13.298616797344522,7.423694209881664,0.8296858740609631
42,20,62.55,32.75,5.985542185750804,4.187276530466729,0.7145688521824596
