Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,181,5.1878453038674035,38.9060773480663,19.787301067426124,14.195948545428068,0.6966334568301941
2,183,14.202185792349727,26.48087431693989,21.349154065140546,11.641814489043625,0.8382372815499842
3,166,23.710843373493976,20.487951807228917,18.388734901877797,12.59311758253156,0.7287048998732727
4,135,27.71851851851852,31.94074074074074,16.72048673450249,10.875283811657388,0.7595775903650249
5,128,29.9375,8.046875,14.339010901981128,11.960146742530643,0.5516156076981678
6,395,21.718987341772152,54.01518987341772,50.58115345282631,10.449940326507148,0.978426016163219
7,97,38.23711340206186,11.185567010309278,17.795187469035618,8.227709878181715,0.8866944365450141
8,155,40.49032258064516,36.05806451612903,15.704808816191145,13.081888084819498,0.5532938546119852
9,178,47.96629213483146,15.359550561797754,20.359165465438068,12.823863855697692,0.7766911622152551
10,239,51.00836820083682,46.16317991631799,18.835773807685737,16.78213389772167,0.454059622203567
11,183,56.01639344262295,30.46448087431694,22.632452451377954,11.071010907557564,0.8721910840166356
