Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,49,6.428571428571429,43.244897959183675,10.241083576270626,6.853972100020177,0.743026143191422
2,19,9.631578947368421,31.31578947368421,6.09093638927516,3.9438855858140767,0.7620648537700135
3,76,12.092105263157896,38.9078947368421,10.902768786623934,8.921603373084778,0.5748086403164231
4,34,14.0,46.029411764705884,7.97349528451496,5.651455023449602,0.7054294631433137
5,95,17.410526315789475,29.842105263157894,13.010386318615103,9.664515881872962,0.669479185052539
6,50,17.42,51.02,8.693881086950915,7.3964607513294585,0.5255442514740986
7,64,20.359375,37.203125,10.460422443091247,8.114986125192878,0.6310035266072468
8,6,21.166666666666668,44.833333333333336,3.126943839882286,2.309401076758503,0.6741998624632421
9,51,24.11764705882353,24.137254901960784,9.324695314820419,7.176877707306668,0.6384497508875908
10,42,25.142857142857142,53.166666666666664,9.406191210469155,6.070241342042468,0.7638909846513514
11,47,27.127659574468087,30.319148936170212,9.560177901810462,6.4172139924991365,0.7412362784322296
12,14,29.142857142857142,54.214285714285715,5.114139636946515,3.575521120622371,0.714980679768619
13,92,32.630434782608695,46.5,12.36404323906186,9.631784182623838,0.6270043785932361
14,66,33.24242424242424,24.757575757575758,9.399963671411163,8.968094848781321,0.29962729833542917
15,19,35.05263157894737,14.631578947368421,7.402215365687311,3.4704139201161013,0.8832860318783144
16,20,43.55,17.85,5.608008728538381,4.577143006356403,0.5777981144054632
17,98,43.46938775510204,43.38775510204081,14.66885405826188,8.775893541755803,0.8012967083038806
18,41,43.65853658536585,12.682926829268293,8.69266023672467,6.071735706299521,0.7156198761046924
19,49,46.857142857142854,32.734693877551024,10.623352207051015,5.9913054910937324,0.8257918343663552
20,48,46.958333333333336,22.333333333333332,10.311143353987687,6.261637206936647,0.7944963318345811
