Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,8,0.875,55.125,3.4641016151377544,2.7386127875258306,0.6123724356957945
2,109,8.53211009174312,14.46788990825688,13.560581284613413,10.433038079557232,0.6388093073539358
3,22,9.545454545454545,37.04545454545455,9.055410466272445,3.1517337426952987,0.9374760483639183
4,77,8.285714285714286,58.48051948051948,14.431805122939194,7.011708304510785,0.8740415977811581
5,31,12.903225806451612,30.806451612903224,7.289948954529379,5.404090938441835,0.6711659850292946
6,49,13.591836734693878,23.6734693877551,8.370809027656046,7.450988392550833,0.45573465018599896
7,31,16.70967741935484,38.193548387096776,6.799734978568976,5.90867223249778,0.4948889060357737
8,81,17.17283950617284,14.728395061728396,12.29618840950188,8.527937248444687,0.7204150875847001
9,22,17.772727272727273,33.09090909090909,5.493798156268411,5.129722174423958,0.3579789930628065
10,125,20.928,52.664,16.42394444496912,10.337348251295785,0.777075688231192
11,47,19.893617021276597,27.0,8.865265644110725,6.743983006925004,0.6490804289059541
12,8,24.125,30.875,3.4641016151377544,2.7386127875258306,0.6123724356957945
13,30,25.633333333333333,23.133333333333333,7.864968013902464,4.868954978713151,0.7853368898168944
14,8,24.875,49.125,3.4641016151377544,2.7386127875258306,0.6123724356957945
15,32,29.46875,27.96875,6.594983853900756,6.401166922271933,0.24065200862258296
16,24,30.125,42.166666666666664,5.811014160855937,5.247634703167451,0.4295360352800381
17,46,32.19565217391305,33.19565217391305,8.899365782340904,6.588051524358383,0.6722950937804886
18,84,33.416666666666664,54.916666666666664,12.796707700737732,8.719062438109813,0.7319559047331643
19,48,39.208333333333336,44.8125,9.807439266395432,6.289450738460438,0.7672953570225843
20,16,40.875,26.0,5.491121612710071,3.6874901266889313,0.740971222810684
21,70,44.542857142857144,34.1,13.644808894552325,7.141514618585633,0.8520951372797996
