Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,8,0.875,10.125,3.4641016151377544,2.7386127875258306,0.6123724356957945
2,7,0.42857142857142855,21.285714285714285,4.155374705678736,1.9054711331003737,0.8886656215775005
3,12,0.75,33.083333333333336,5.294328785763617,2.862220279862641,0.8412668804818468
4,74,5.0,48.91891891891892,11.385185388064553,8.472654892391551,0.6679764333763113
5,26,6.846153846153846,42.19230769230769,6.20222641359446,5.373049936583512,0.4995069720668289
6,39,9.025641025641026,12.58974358974359,7.3994727592688605,6.685668589531329,0.42851829613932363
7,17,9.882352941176471,7.470588235294118,5.487954724560282,3.880570000581328,0.7071067811865475
8,5,13.8,46.4,3.098386676965933,1.7888543819998317,0.816496580927726
9,19,14.68421052631579,50.94736842105263,6.649713070702405,3.9515960182159326,0.8042799375487082
10,70,15.2,17.514285714285716,10.205271974339551,8.724875032796918,0.518730160129003
11,70,16.757142857142856,8.9,11.581505922203473,8.313116398044434,0.696257234524895
12,93,18.247311827956988,29.870967741935484,11.320632215132395,10.614273548238728,0.3477041260799485
13,89,18.60674157303371,38.93258426966292,11.406094668693305,10.13309893212364,0.45908301233727605
14,31,18.0,48.41935483870968,8.012220922744255,5.139059742001583,0.7672044310410789
15,59,25.71186440677966,49.88135593220339,12.977993434813234,6.054930028009781,0.8844929081222237
16,118,26.177966101694917,22.5,13.336483743936101,11.462729268306703,0.5111330355229469
17,177,30.01129943502825,5.169491525423729,18.1702467728421,13.548060483651762,0.6663737760264042
18,15,34.13333333333333,39.8,5.281633700418866,3.5748987412450277,0.7361166193605281
19,59,34.69491525423729,48.559322033898304,12.796761490429814,6.360823400206327,0.8677132570375283
20,12,36.5,15.0,4.47213595499958,3.265986323710904,0.6831300510639732
21,92,37.16304347826087,32.880434782608695,12.963510817218582,10.2993170509164,0.6072835582364682
22,21,41.42857142857143,38.523809523809526,5.47970557247616,5.012007494928868,0.40424882899037456
23,30,42.36666666666667,24.466666666666665,6.1752192943516855,6.150700050491091,0.08902476018169247
24,96,43.364583333333336,15.177083333333334,12.884786297344935,9.592730399432517,0.6676218547492107
25,12,43.916666666666664,0.75,5.294328785763616,2.862220279862641,0.8412668804818468
26,61,46.85245901639344,36.295081967213115,10.600303070324884,7.350051361096547,0.7205709169532606
27,30,47.53333333333333,22.366666666666667,6.175219294351686,6.150700050491091,0.08902476018169433
28,65,42.84615384615385,44.01538461538462,14.439294784867494,6.590293864183151,0.8897676179521729
29,9,51.666666666666664,16.88888888888889,3.885753375057407,2.7954428906961324,0.6945875203623408
30,15,52.13333333333333,22.333333333333332,5.963268946242256,3.2213663642250534,0.8415357530872689
