Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,107,8.299065420560748,49.78504672897196,16.06132168619941,8.846250533694668,0.8346506343043683
2,97,16.15463917525773,50.350515463917525,15.44256870351542,9.359009196048017,0.7954245557256407
3,287,15.226480836236934,36.749128919860624,22.99702287678418,16.671843806211637,0.688794533767748
4,179,28.905027932960895,47.85474860335196,17.175809621792112,14.50933680194849,0.5351545498149041
5,203,25.467980295566502,58.95073891625616,24.279796387031592,11.126358913055059,0.8888203244046842
6,490,29.681632653061225,25.29591836734694,26.793325050272234,24.74838743613033,0.3831711838464268
7,656,32.65548780487805,73.1859756097561,36.60600279363956,24.188020698556834,0.7505915132159185
8,432,47.62731481481482,36.87731481481482,31.335363868156715,20.23936354778706,0.7634260214526973
9,623,60.550561797752806,75.97110754414125,37.94899566552188,23.743260541022668,0.7800939261920767
10,455,63.35824175824176,43.16263736263736,31.42055859836508,21.974296131146673,0.7147691621527504
11,234,71.44871794871794,57.98717948717949,21.501775144468258,16.639616024874716,0.6333423549820634
12,94,80.01063829787235,47.61702127659574,14.70654341089637,9.193364077324564,0.7805281316857848
