Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,19,4.2105263157894735,14.736842105263158,7.04688004885771,3.656010438296589,0.8548879722562877
2,71,3.8732394366197185,32.57746478873239,11.741731486310611,8.07559637915011,0.7259298179602637
3,16,5.125,7.8125,6.016463371806579,3.4626100698331315,0.8177859417099856
4,16,6.9375,22.6875,5.326818938165629,3.7416573867739418,0.7117639563193815
5,43,7.767441860465116,27.0,8.356574765200262,7.268920779753043,0.4933259653155538
6,37,9.216216216216216,7.45945945945946,11.20596220405497,5.385487408891418,0.8769447235779225
7,26,10.73076923076923,36.0,7.321711404937237,4.961591899160783,0.7353802779417754
8,12,12.166666666666666,14.583333333333334,4.270320962938327,3.813415352576645,0.450047958901315
9,14,12.5,40.714285714285715,4.20883424647321,4.120630029101703,0.2036532699906393
10,21,13.333333333333334,10.095238095238095,6.473388749701497,4.575395104557834,0.7074128217900072
11,24,15.791666666666666,34.208333333333336,6.429100507328636,5.158595846847387,0.5968105190920522
12,42,17.833333333333332,16.214285714285715,12.943632108947478,5.349446965767747,0.9106003975711431
13,58,18.551724137931036,39.37931034482759,9.718995273954931,8.429612816977542,0.4977269637589539
14,45,21.177777777777777,13.977777777777778,13.307715852484526,4.970133766180705,0.9276391987003679
15,14,20.071428571428573,20.5,5.017655482782427,3.7643156392116826,0.6611950391450279
16,27,22.51851851851852,34.22222222222222,7.392337967915355,4.694593744335976,0.772461078001199
17,52,25.03846153846154,42.38461538461539,10.483334328193644,6.58797969875786,0.7778709272655846
18,21,26.0,13.857142857142858,5.617789656021407,4.712658152645074,0.5443145459415236
19,65,25.8,28.215384615384615,11.73117612835589,7.754722410457021,0.750354738162027
20,13,28.0,48.69230769230769,5.055900530816918,3.1378581622109447,0.784101278416771
21,50,29.48,36.68,8.600286012716763,8.044270041431256,0.3537258891311581
22,25,29.04,19.44,8.31977758100423,4.451752576527521,0.8448009370911965
23,19,30.263157894736842,23.263157894736842,6.155870112510924,3.932956145740927,0.76929374461065
24,57,31.859649122807017,52.75438596491228,9.37517581810548,8.281308494262724,0.4687648295320531
25,116,35.87931034482759,42.03448275862069,17.597026369468473,9.300880345405801,0.8489031605890471
26,19,34.63157894736842,47.94736842105263,6.253289763116841,3.992926063833453,0.7695952144702343
27,18,35.77777777777778,15.777777777777779,7.26982259204992,3.3685620588491654,0.8861689090356533
28,31,36.83870967741935,18.548387096774192,12.388604944004232,3.835874706378975,0.9508573579127716
29,55,40.92727272727273,50.27272727272727,9.711243817529459,7.971468214825106,0.5711447609184499
30,43,46.86046511627907,53.95348837209303,8.083406585300356,6.886848626302249,0.5235848217048472
