Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,105,5.266666666666667,45.42857142857143,17.069694991187976,8.606553848297217,0.8635864488167659
2,229,13.585152838427948,41.74235807860262,22.204823020168718,14.78474583795125,0.7460991238208796
3,83,13.204819277108435,27.91566265060241,14.021641512681457,8.04842993335875,0.8188549133749763
4,121,21.611570247933884,34.50413223140496,15.655619171332278,10.941980708339617,0.7152026423413734
5,120,24.183333333333334,24.783333333333335,15.970598562875812,10.62941324758397,0.7463431385119521
6,155,21.974193548387095,53.16774193548387,17.883057652382462,12.307612733897686,0.7254949044679897
7,177,33.64971751412429,23.677966101694917,18.622575090114072,13.42717777475003,0.6929182361572666
8,186,31.607526881720432,45.5,17.570205794058193,13.831772468964504,0.6166609899197015
9,170,43.51764705882353,42.84117647058824,18.675115509763156,12.09213441358648,0.7620655809306781
10,125,41.512,12.88,17.48580200142586,9.38243168730427,0.8438530902111578
11,45,45.91111111111111,32.31111111111111,9.485269902768229,6.646564177487972,0.7134316415050244
12,109,45.31192660550459,22.412844036697248,14.617127196720414,10.109528525702503,0.7222595383270546
