Object,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,eccentricity
1,184,9.076086956521738,62.65217391304348,17.640839664780597,13.512901520047487,0.6428393326148951
2,133,11.022556390977444,76.3984962406015,18.08135353693076,9.841828601505734,0.8388853361688903
3,110,18.79090909090909,71.10909090909091,13.588598167350028,11.115349368410728,0.5752311889793016
4,87,18.022988505747126,22.103448275862068,15.896996000472726,7.4757907328624,0.8825255955587613
5,211,19.52132701421801,42.00473933649289,22.330800632728042,13.262237667979733,0.80453968865233
6,144,20.354166666666668,59.486111111111114,18.090997641332667,10.516399686489061,0.813685262465616
7,37,22.054054054054053,13.972972972972974,8.174282441914125,6.180918283370357,0.6544075749395752
8,52,23.23076923076923,26.134615384615383,9.996010848622946,7.115480515903372,0.7023497607820959
9,123,27.69918699186992,31.934959349593495,17.22249156850659,10.385279195913258,0.7977360606497421
10,68,27.58823529411765,20.720588235294116,13.448197591963405,6.954172445336825,0.8559200730069562
11,138,30.681159420289855,58.84057971014493,14.588020703828017,12.74487457600614,0.48654871715153153
12,101,30.14851485148515,8.801980198019802,16.63392596191964,7.902595961148265,0.8799377259395647
13,83,30.27710843373494,42.204819277108435,12.896277959141512,9.30749955516414,0.6921852966322352
14,89,32.62921348314607,50.01123595505618,14.133888703547203,8.506969293653231,0.7985831103142917
15,101,33.89108910891089,15.98019801980198,13.577005635550558,10.842871790413144,0.6018352581866866
16,67,36.67164179104478,25.417910447761194,11.999624862102527,7.3482633161583255,0.7905678779374387
17,106,38.68867924528302,41.06603773584906,16.09942504625037,8.877536210662404,0.8342281359898075
18,125,43.224,13.048,14.507832814108552,11.708932788169687,0.5904467092194623
19,90,42.41111111111111,27.944444444444443,14.37914609779042,9.423252536284702,0.7553326380221516
20,63,44.20634920634921,38.111111111111114,12.936785639087267,6.484325780715141,0.8653131698542924
21,59,49.33898305084746,34.13559322033898,12.00019567112679,8.219336872661152,0.7286055197694234
22,110,49.57272727272727,22.181818181818183,15.981170699699417,9.306278051199762,0.8129541644803882
23,73,50.24657534246575,58.794520547945204,13.652450593670988,7.116683568809315,0.8533886524922347
24,48,50.5,67.54166666666667,9.603931853005188,7.09953391792174,0.6734508330723071
