Object,Neighbor,Distance
1,2,
1,3,
1,4,
1,6,
2,1,
2,5,
2,6,
3,1,
3,4,
3,6,
3,8,
4,1,
4,3,
4,7,
4,8,
4,9,
4,10,
5,2,
5,6,
5,11,
5,12,
6,1,
6,2,
6,3,
6,5,
6,8,
6,11,
7,4,
7,8,
7,10,
8,3,
8,4,
8,6,
8,7,
8,10,
8,11,
8,13,
8,15,
8,18,
9,4,
9,10,
9,16,
10,4,
10,7,
10,8,
10,9,
10,16,
10,18,
10,19,
11,5,
11,6,
11,8,
11,12,
11,14,
11,15,
12,5,
12,11,
12,14,
12,17,
13,8,
13,15,
13,18,
13,21,
14,11,
14,12,
14,15,
14,17,
14,21,
15,8,
15,11,
15,13,
15,14,
15,21,
16,9,
16,10,
16,19,
17,12,
17,14,
17,21,
17,22,
17,24,
18,8,
18,10,
18,13,
18,19,
18,20,
18,21,
18,23,
19,10,
19,16,
19,18,
19,20,
19,25,
20,18,
20,19,
20,23,
20,25,
21,13,
21,14,
21,15,
21,17,
21,18,
21,22,
21,23,
21,27,
21,28,
22,17,
22,21,
22,24,
22,28,
22,31,
23,18,
23,20,
23,21,
23,25,
23,27,
23,29,
24,17,
24,22,
24,30,
24,31,
24,36,
25,19,
25,20,
25,23,
25,29,
25,33,
26,30,
26,32,
27,21,
27,23,
27,28,
27,29,
27,34,
27,35,
28,21,
28,22,
28,27,
28,31,
28,35,
29,23,
29,25,
29,27,
29,33,
29,34,
30,24,
30,26,
30,32,
30,36,
31,22,
31,24,
31,28,
31,35,
31,36,
31,39,
32,26,
32,30,
32,36,
32,41,
33,25,
33,29,
33,34,
33,37,
34,27,
34,29,
34,33,
34,35,
34,37,
34,38,
34,40,
35,27,
35,28,
35,31,
35,34,
35,38,
36,24,
36,30,
36,31,
36,32,
36,39,
36,41,
36,42,
37,33,
37,34,
37,40,
38,34,
38,35,
38,39,
39,31,
39,36,
39,38,
39,42,
40,34,
40,37,
41,32,
41,36,
41,42,
42,36,
42,39,
42,41,
