Object,Neighbor,Distance
1,2,1.0
1,3,2.23606797749979
1,4,1.0
1,5,1.0
2,1,1.0
2,3,1.0
2,5,1.0
2,7,1.0
2,8,2.8284271247461903
3,1,2.23606797749979
3,2,1.0
3,6,1.0
3,7,1.0
3,8,1.0
3,9,1.0
3,10,1.0
4,1,1.0
4,5,1.0
4,11,1.0
4,12,2.8284271247461903
5,1,1.0
5,2,1.0
5,4,1.0
5,7,1.0
5,11,1.0
5,12,1.0
6,3,1.0
6,7,3.605551275463989
6,8,1.0
6,9,1.0
6,13,3.1622776601683795
7,2,1.0
7,3,1.0
7,5,1.0
7,6,3.605551275463989
7,8,1.0
7,12,1.0
7,13,1.4142135623730951
8,2,2.8284271247461903
8,3,1.0
8,6,1.0
8,7,1.0
8,9,1.0
8,12,1.4142135623730951
8,13,1.0
9,3,1.0
9,6,1.0
9,8,1.0
9,10,1.0
9,13,1.0
9,14,1.0
9,16,3.0
10,3,1.0
10,6,4.0
10,9,1.0
10,14,1.0
11,4,1.0
11,5,1.0
11,12,1.0
11,15,1.0
12,4,2.8284271247461903
12,5,1.0
12,7,1.0
12,8,1.4142135623730951
12,11,1.0
12,13,1.0
12,15,1.0
12,17,1.0
13,6,3.1622776601683795
13,7,1.4142135623730951
13,8,1.0
13,9,1.0
13,12,1.0
13,14,1.0
13,16,1.0
13,17,1.0
13,18,2.0
14,9,1.0
14,10,1.0
14,13,1.0
14,16,1.0
15,11,1.0
15,12,1.0
15,17,1.0
15,20,1.0
15,23,2.23606797749979
16,9,3.0
16,13,1.0
16,14,1.0
16,17,1.0
16,18,1.0
16,25,1.0
16,27,1.0
17,7,4.0
17,12,1.0
17,13,1.0
17,15,1.0
17,16,1.0
17,18,1.0
17,19,1.0
17,20,1.0
17,21,1.0
18,13,2.0
18,16,1.0
18,17,1.0
18,19,1.0
18,25,1.0
18,27,2.8284271247461903
19,17,1.0
19,18,1.0
19,20,2.0
19,21,1.0
19,25,1.0
19,27,3.605551275463989
20,15,1.0
20,17,1.0
20,19,2.0
20,21,1.0
20,23,1.0
20,28,1.0
21,17,1.0
21,19,1.0
21,20,1.0
21,25,1.0
21,28,1.0
22,23,1.0
22,24,1.0
22,26,1.0
23,15,2.23606797749979
23,20,1.0
23,22,1.0
23,26,1.0
23,28,1.0
23,29,1.0
24,22,1.0
24,26,1.0
24,30,1.0
25,16,1.0
25,18,1.0
25,19,1.0
25,21,1.0
25,27,1.0
25,28,1.0
26,22,1.0
26,23,1.0
26,24,1.0
26,29,1.0
26,30,1.0
27,16,1.0
27,18,2.8284271247461903
27,19,3.605551275463989
27,25,1.0
28,20,1.0
28,21,1.0
28,23,1.0
28,25,1.0
28,26,4.0
28,29,1.0
29,23,1.0
29,26,1.0
29,28,1.0
30,24,1.0
30,26,1.0
