Object,Neighbor,Distance
1,5,
1,10,
2,5,
2,6,
2,8,
3,4,
3,6,
3,7,
4,3,
4,7,
5,1,
5,2,
5,8,
5,10,
6,2,
6,3,
6,7,
6,8,
6,9,
7,3,
7,4,
7,6,
7,11,
8,2,
8,5,
8,6,
8,9,
8,10,
8,12,
8,13,
9,6,
9,8,
9,13,
10,1,
10,5,
10,8,
10,12,
10,15,
11,7,
11,14,
11,17,
11,20,
12,8,
12,10,
12,13,
12,15,
12,16,
12,19,
13,8,
13,9,
13,12,
13,16,
13,18,
14,11,
14,17,
14,21,
15,10,
15,12,
15,19,
16,12,
16,13,
16,18,
16,19,
17,11,
17,14,
17,20,
17,21,
18,13,
18,16,
18,19,
18,20,
18,22,
18,23,
19,12,
19,15,
19,16,
19,18,
19,22,
20,11,
20,17,
20,18,
20,21,
20,23,
20,25,
21,14,
21,17,
21,20,
21,24,
21,25,
22,18,
22,19,
22,23,
23,18,
23,20,
23,22,
23,25,
24,21,
24,25,
25,20,
25,21,
25,23,
25,24,
