Object,Neighbor,Distance
1,2,1.0
1,3,1.0
1,4,1.0
2,1,1.0
2,3,3.0
2,4,1.0
3,1,1.0
3,2,3.0
3,4,1.0
3,5,1.0
3,6,1.0
3,7,3.605551275463989
4,1,1.0
4,2,1.0
4,3,1.0
4,6,1.0
4,7,1.0
4,9,1.0
5,3,1.0
5,6,1.0
5,8,1.0
5,10,1.0
6,3,1.0
6,4,1.0
6,5,1.0
6,7,1.0
6,8,1.0
6,10,3.0
6,12,3.1622776601683795
7,3,3.605551275463989
7,4,1.0
7,6,1.0
7,8,1.0
7,9,1.0
7,10,1.0
7,11,3.605551275463989
7,12,1.0
8,5,1.0
8,6,1.0
8,7,1.0
8,10,1.0
8,12,2.23606797749979
9,4,1.0
9,7,1.0
9,11,1.0
9,12,1.0
10,5,1.0
10,6,3.0
10,7,1.0
10,8,1.0
10,12,1.0
11,7,3.605551275463989
11,9,1.0
11,12,1.0
12,6,3.1622776601683795
12,7,1.0
12,8,2.23606797749979
12,9,1.0
12,10,1.0
12,11,1.0
